machine,station_id,day,cause,minutes
M1,ST5,2025-01-12,Electrical,132
M1,ST5,2025-01-12,Mechanical,99
M1,ST5,2025-01-12,Quality,27
M1,ST5,2025-01-12,Changeover,23
M1,ST5,2025-01-13,Starved,312
M1,ST5,2025-01-13,Blocked,244
M1,ST5,2025-01-13,Electrical,143
M1,ST5,2025-01-13,Changeover,62
M1,ST5,2025-01-13,Mechanical,52
M1,ST5,2025-01-13,Quality,29
M1,ST5,2025-01-14,Starved,396
M1,ST5,2025-01-14,Blocked,214
M1,ST5,2025-01-14,Mechanical,125
M1,ST5,2025-01-14,Electrical,118
M1,ST5,2025-01-14,Changeover,16
M1,ST5,2025-01-14,Quality,8
M1,ST5,2025-01-15,Starved,483
M1,ST5,2025-01-15,Blocked,130
M1,ST5,2025-01-15,Mechanical,88
M1,ST5,2025-01-15,Electrical,75
M1,ST5,2025-01-15,Changeover,55
M1,ST5,2025-01-16,Starved,502
M1,ST5,2025-01-16,Blocked,217
M1,ST5,2025-01-16,Electrical,119
M1,ST5,2025-01-16,Mechanical,64
M1,ST5,2025-01-16,Changeover,26
M1,ST5,2025-01-17,Starved,332
M1,ST5,2025-01-17,Blocked,213
M1,ST5,2025-01-17,Electrical,140
M1,ST5,2025-01-17,Mechanical,81
M1,ST5,2025-01-18,Starved,360
M1,ST5,2025-01-18,Blocked,193
M1,ST5,2025-01-18,Electrical,110
M1,ST5,2025-01-18,Mechanical,80
M1,ST5,2025-01-18,Quality,12
M1,ST5,2025-01-19,Starved,475
M1,ST5,2025-01-19,Blocked,192
M1,ST5,2025-01-19,Mechanical,127
M1,ST5,2025-01-19,Electrical,105
M1,ST5,2025-01-19,Quality,38
M1,ST5,2025-01-20,Starved,502
M1,ST5,2025-01-20,Blocked,208
M1,ST5,2025-01-20,Electrical,104
M1,ST5,2025-01-20,Mechanical,90
M1,ST5,2025-01-20,Quality,9
M1,ST5,2025-01-21,Starved,509
M1,ST5,2025-01-21,Blocked,128
M1,ST5,2025-01-21,Electrical,100
M1,ST5,2025-01-21,Mechanical,81
M1,ST5,2025-01-21,Changeover,35
M1,ST5,2025-01-21,Quality,26
M1,ST5,2025-01-22,Starved,441
M1,ST5,2025-01-22,Blocked,196
M1,ST5,2025-01-22,Electrical,126
M1,ST5,2025-01-22,Mechanical,110
M1,ST5,2025-01-23,Starved,414
M1,ST5,2025-01-23,Blocked,149
M1,ST5,2025-01-23,Quality,95
M1,ST5,2025-01-23,Electrical,91
M1,ST5,2025-01-23,Mechanical,63
M1,ST5,2025-01-24,Starved,341
M1,ST5,2025-01-24,Blocked,223
M1,ST5,2025-01-24,Electrical,161
M1,ST5,2025-01-24,Mechanical,77
M1,ST5,2025-01-24,Quality,10
M1,ST5,2025-01-25,Starved,364
M1,ST5,2025-01-25,Blocked,242
M1,ST5,2025-01-25,Mechanical,133
M1,ST5,2025-01-25,Electrical,93
M1,ST5,2025-01-25,Quality,45
M1,ST5,2025-01-26,Starved,429
M1,ST5,2025-01-26,Blocked,295
M1,ST5,2025-01-26,Electrical,151
M1,ST5,2025-01-26,Mechanical,70
M1,ST5,2025-01-27,Starved,379
M1,ST5,2025-01-27,Blocked,177
M1,ST5,2025-01-27,Electrical,109
M1,ST5,2025-01-27,Mechanical,65
M1,ST5,2025-01-27,Quality,8
M1,ST5,2025-01-28,Starved,393
M1,ST5,2025-01-28,Blocked,308
M1,ST5,2025-01-28,Electrical,110
M1,ST5,2025-01-28,Mechanical,101
M1,ST5,2025-01-28,Changeover,34
M1,ST5,2025-01-29,Starved,443
M1,ST5,2025-01-29,Electrical,187
M1,ST5,2025-01-29,Blocked,154
M1,ST5,2025-01-29,Mechanical,105
M1,ST5,2025-01-29,Changeover,52
M1,ST5,2025-01-29,Quality,19
M1,ST5,2025-01-30,Starved,366
M1,ST5,2025-01-30,Blocked,221
M1,ST5,2025-01-30,Mechanical,157
M1,ST5,2025-01-30,Electrical,92
M1,ST5,2025-01-30,Changeover,12
M1,ST5,2025-01-30,Quality,6
M1,ST5,2025-01-31,Starved,118
M1,ST5,2025-01-31,Blocked,66
M1,ST5,2025-01-31,Electrical,33
M1,ST5,2025-01-31,Changeover,30
M1,ST6,2025-01-01,Starved,334
M1,ST6,2025-01-01,Blocked,98
M1,ST6,2025-01-01,Electrical,98
M1,ST6,2025-01-01,Mechanical,39
M1,ST6,2025-01-02,Starved,527
M1,ST6,2025-01-02,Blocked,171
M1,ST6,2025-01-02,Electrical,165
M1,ST6,2025-01-02,Mechanical,34
M1,ST6,2025-01-03,Starved,543
M1,ST6,2025-01-03,Electrical,93
M1,ST6,2025-01-03,Blocked,72
M1,ST6,2025-01-03,Mechanical,61
M1,ST6,2025-01-03,Changeover,23
M1,ST6,2025-01-04,Starved,367
M1,ST6,2025-01-04,Blocked,219
M1,ST6,2025-01-04,Electrical,193
M1,ST6,2025-01-04,Mechanical,17
M1,ST6,2025-01-04,Quality,8
M1,ST6,2025-01-05,Starved,510
M1,ST6,2025-01-05,Electrical,151
M1,ST6,2025-01-05,Blocked,73
M1,ST6,2025-01-05,Mechanical,43
M1,ST6,2025-01-06,Starved,500
M1,ST6,2025-01-06,Blocked,136
M1,ST6,2025-01-06,Electrical,97
M1,ST6,2025-01-06,Changeover,42
M1,ST6,2025-01-06,Mechanical,41
M1,ST6,2025-01-07,Starved,514
M1,ST6,2025-01-07,Electrical,173
M1,ST6,2025-01-07,Blocked,135
M1,ST6,2025-01-07,Mechanical,32
M1,ST6,2025-01-07,Quality,29
M1,ST6,2025-01-08,Starved,572
M1,ST6,2025-01-08,Electrical,157
M1,ST6,2025-01-08,Blocked,129
M1,ST6,2025-01-08,Mechanical,32
M1,ST6,2025-01-08,Quality,6
M1,ST6,2025-01-09,Starved,512
M1,ST6,2025-01-09,Blocked,159
M1,ST6,2025-01-09,Electrical,146
M1,ST6,2025-01-09,Mechanical,60
M1,ST6,2025-01-10,Starved,459
M1,ST6,2025-01-10,Electrical,158
M1,ST6,2025-01-10,Blocked,115
M1,ST6,2025-01-10,Mechanical,38
M1,ST6,2025-01-10,Quality,34
M1,ST6,2025-01-10,Changeover,24
M1,ST6,2025-01-11,Starved,468
M1,ST6,2025-01-11,Electrical,130
M1,ST6,2025-01-11,Blocked,98
M1,ST6,2025-01-11,Mechanical,68
M1,ST6,2025-01-11,Quality,33
M1,ST6,2025-01-12,Starved,459
M1,ST6,2025-01-12,Blocked,133
M1,ST6,2025-01-12,Electrical,75
M1,ST6,2025-01-12,Mechanical,71
M1,ST6,2025-01-13,Starved,513
M1,ST6,2025-01-13,Blocked,148
M1,ST6,2025-01-13,Electrical,119
M1,ST6,2025-01-13,Quality,51
M1,ST6,2025-01-13,Mechanical,13
M1,ST6,2025-01-14,Starved,503
M1,ST6,2025-01-14,Electrical,177
M1,ST6,2025-01-14,Blocked,142
M1,ST6,2025-01-14,Mechanical,58
M1,ST6,2025-01-15,Starved,597
M1,ST6,2025-01-15,Electrical,124
M1,ST6,2025-01-15,Blocked,90
M1,ST6,2025-01-15,Quality,17
M1,ST6,2025-01-16,Starved,582
M1,ST6,2025-01-16,Electrical,150
M1,ST6,2025-01-16,Blocked,89
M1,ST6,2025-01-16,Changeover,66
M1,ST6,2025-01-16,Mechanical,42
M1,ST6,2025-01-17,Starved,335
M1,ST6,2025-01-17,Blocked,209
M1,ST6,2025-01-17,Electrical,163
M1,ST6,2025-01-17,Mechanical,28
M1,ST6,2025-01-17,Changeover,27
M1,ST6,2025-01-17,Quality,9
M1,ST6,2025-01-18,Starved,495
M1,ST6,2025-01-18,Electrical,128
M1,ST6,2025-01-18,Blocked,87
M1,ST6,2025-01-18,Mechanical,32
M1,ST6,2025-01-19,Starved,640
M1,ST6,2025-01-19,Blocked,119
M1,ST6,2025-01-19,Electrical,78
M1,ST6,2025-01-19,Mechanical,49
M1,ST6,2025-01-19,Quality,24
M1,ST6,2025-01-19,Changeover,23
M1,ST6,2025-01-20,Starved,579
M1,ST6,2025-01-20,Electrical,161
M1,ST6,2025-01-20,Blocked,147
M1,ST6,2025-01-20,Mechanical,30
M1,ST6,2025-01-21,Starved,536
M1,ST6,2025-01-21,Blocked,149
M1,ST6,2025-01-21,Electrical,124
M1,ST6,2025-01-21,Mechanical,35
M1,ST6,2025-01-22,Starved,600
M1,ST6,2025-01-22,Electrical,137
M1,ST6,2025-01-22,Blocked,95
M1,ST6,2025-01-22,Mechanical,64
M1,ST6,2025-01-23,Starved,594
M1,ST6,2025-01-23,Electrical,83
M1,ST6,2025-01-23,Blocked,63
M1,ST6,2025-01-23,Quality,38
M1,ST6,2025-01-23,Mechanical,30
M1,ST6,2025-01-23,Changeover,11
M1,ST6,2025-01-24,Starved,466
M1,ST6,2025-01-24,Blocked,178
M1,ST6,2025-01-24,Electrical,135
M1,ST6,2025-01-24,Mechanical,17
M1,ST6,2025-01-24,Quality,11
M1,ST6,2025-01-25,Starved,517
M1,ST6,2025-01-25,Blocked,166
M1,ST6,2025-01-25,Electrical,140
M1,ST6,2025-01-25,Mechanical,51
M1,ST6,2025-01-26,Starved,563
M1,ST6,2025-01-26,Blocked,162
M1,ST6,2025-01-26,Electrical,155
M1,ST6,2025-01-26,Changeover,64
M1,ST6,2025-01-27,Starved,443
M1,ST6,2025-01-27,Blocked,161
M1,ST6,2025-01-27,Electrical,83
M1,ST6,2025-01-27,Mechanical,58
M1,ST6,2025-01-28,Starved,485
M1,ST6,2025-01-28,Blocked,263
M1,ST6,2025-01-28,Electrical,123
M1,ST6,2025-01-28,Mechanical,51
M1,ST6,2025-01-28,Quality,18
M1,ST6,2025-01-28,Changeover,6
M1,ST6,2025-01-29,Starved,563
M1,ST6,2025-01-29,Electrical,167
M1,ST6,2025-01-29,Blocked,76
M1,ST6,2025-01-29,Quality,55
M1,ST6,2025-01-29,Mechanical,47
M1,ST6,2025-01-29,Changeover,46
M1,ST6,2025-01-30,Starved,562
M1,ST6,2025-01-30,Quality,78
M1,ST6,2025-01-30,Electrical,76
M1,ST6,2025-01-30,Blocked,61
M1,ST6,2025-01-30,Mechanical,44
M1,ST6,2025-01-30,Changeover,29
M1,ST6,2025-01-31,Starved,124
M1,ST6,2025-01-31,Electrical,55
M1,ST6,2025-01-31,Blocked,42
M1,ST6,2025-01-31,Quality,28
M1,ST7,2025-01-01,Starved,439
M1,ST7,2025-01-01,Blocked,87
M1,ST7,2025-01-01,Electrical,32
M1,ST7,2025-01-01,Changeover,10
M1,ST7,2025-01-02,Starved,662
M1,ST7,2025-01-02,Blocked,129
M1,ST7,2025-01-02,Electrical,81
M1,ST7,2025-01-02,Mechanical,14
M1,ST7,2025-01-02,Changeover,11
M1,ST7,2025-01-03,Starved,649
M1,ST7,2025-01-03,Blocked,50
M1,ST7,2025-01-03,Electrical,47
M1,ST7,2025-01-03,Changeover,35
M1,ST7,2025-01-03,Quality,14
M1,ST7,2025-01-04,Starved,544
M1,ST7,2025-01-04,Blocked,211
M1,ST7,2025-01-04,Electrical,39
M1,ST7,2025-01-04,Quality,25
M1,ST7,2025-01-04,Mechanical,19
M1,ST7,2025-01-05,Starved,603
M1,ST7,2025-01-05,Blocked,112
M1,ST7,2025-01-05,Mechanical,39
M1,ST7,2025-01-05,Electrical,17
M1,ST7,2025-01-06,Starved,624
M1,ST7,2025-01-06,Blocked,126
M1,ST7,2025-01-06,Electrical,62
M1,ST7,2025-01-06,Quality,34
M1,ST7,2025-01-06,Mechanical,8
M1,ST7,2025-01-07,Starved,664
M1,ST7,2025-01-07,Blocked,155
M1,ST7,2025-01-07,Electrical,54
M1,ST7,2025-01-08,Starved,668
M1,ST7,2025-01-08,Blocked,162
M1,ST7,2025-01-08,Electrical,31
M1,ST7,2025-01-08,Changeover,28
M1,ST7,2025-01-08,Quality,13
M1,ST7,2025-01-09,Starved,635
M1,ST7,2025-01-09,Blocked,133
M1,ST7,2025-01-09,Changeover,45
M1,ST7,2025-01-09,Electrical,45
M1,ST7,2025-01-09,Mechanical,23
M1,ST7,2025-01-10,Starved,699
M1,ST7,2025-01-10,Blocked,44
M1,ST7,2025-01-10,Changeover,43
M1,ST7,2025-01-10,Electrical,33
M1,ST7,2025-01-10,Mechanical,11
M1,ST7,2025-01-11,Starved,621
M1,ST7,2025-01-11,Blocked,68
M1,ST7,2025-01-11,Electrical,68
M1,ST7,2025-01-11,Changeover,39
M1,ST7,2025-01-11,Quality,15
M1,ST7,2025-01-12,Starved,480
M1,ST7,2025-01-12,Blocked,113
M1,ST7,2025-01-12,Changeover,91
M1,ST7,2025-01-12,Mechanical,29
M1,ST7,2025-01-12,Electrical,22
M1,ST7,2025-01-13,Starved,638
M1,ST7,2025-01-13,Blocked,122
M1,ST7,2025-01-13,Electrical,49
M1,ST7,2025-01-13,Mechanical,35
M1,ST7,2025-01-14,Starved,649
M1,ST7,2025-01-14,Mechanical,79
M1,ST7,2025-01-14,Blocked,76
M1,ST7,2025-01-14,Electrical,68
M1,ST7,2025-01-15,Starved,661
M1,ST7,2025-01-15,Blocked,94
M1,ST7,2025-01-15,Electrical,61
M1,ST7,2025-01-15,Changeover,14
M1,ST7,2025-01-16,Starved,755
M1,ST7,2025-01-16,Blocked,94
M1,ST7,2025-01-16,Electrical,82
M1,ST7,2025-01-17,Starved,522
M1,ST7,2025-01-17,Blocked,166
M1,ST7,2025-01-17,Electrical,58
M1,ST7,2025-01-17,Mechanical,27
M1,ST7,2025-01-18,Starved,580
M1,ST7,2025-01-18,Blocked,81
M1,ST7,2025-01-18,Mechanical,41
M1,ST7,2025-01-18,Electrical,34
M1,ST7,2025-01-18,Changeover,15
M1,ST7,2025-01-19,Starved,798
M1,ST7,2025-01-19,Blocked,62
M1,ST7,2025-01-19,Mechanical,35
M1,ST7,2025-01-19,Electrical,15
M1,ST7,2025-01-20,Starved,678
M1,ST7,2025-01-20,Blocked,148
M1,ST7,2025-01-20,Electrical,62
M1,ST7,2025-01-20,Changeover,29
M1,ST7,2025-01-21,Starved,641
M1,ST7,2025-01-21,Blocked,158
M1,ST7,2025-01-21,Electrical,43
M1,ST7,2025-01-21,Changeover,18
M1,ST7,2025-01-21,Quality,13
M1,ST7,2025-01-22,Starved,623
M1,ST7,2025-01-22,Blocked,123
M1,ST7,2025-01-22,Electrical,63
M1,ST7,2025-01-22,Changeover,51
M1,ST7,2025-01-23,Starved,696
M1,ST7,2025-01-23,Blocked,68
M1,ST7,2025-01-23,Changeover,44
M1,ST7,2025-01-23,Electrical,10
M1,ST7,2025-01-24,Starved,557
M1,ST7,2025-01-24,Blocked,79
M1,ST7,2025-01-24,Electrical,73
M1,ST7,2025-01-24,Changeover,62
M1,ST7,2025-01-24,Mechanical,38
M1,ST7,2025-01-25,Starved,628
M1,ST7,2025-01-25,Mechanical,78
M1,ST7,2025-01-25,Blocked,69
M1,ST7,2025-01-25,Electrical,63
M1,ST7,2025-01-25,Changeover,28
M1,ST7,2025-01-26,Starved,728
M1,ST7,2025-01-26,Blocked,148
M1,ST7,2025-01-26,Electrical,37
M1,ST7,2025-01-26,Changeover,31
M1,ST7,2025-01-26,Quality,6
M1,ST7,2025-01-27,Starved,570
M1,ST7,2025-01-27,Blocked,93
M1,ST7,2025-01-27,Electrical,76
M1,ST7,2025-01-27,Quality,5
M1,ST7,2025-01-28,Starved,576
M1,ST7,2025-01-28,Blocked,173
M1,ST7,2025-01-28,Mechanical,71
M1,ST7,2025-01-28,Electrical,69
M1,ST7,2025-01-28,Changeover,61
M1,ST7,2025-01-29,Starved,841
M1,ST7,2025-01-29,Blocked,67
M1,ST7,2025-01-29,Electrical,24
M1,ST7,2025-01-29,Changeover,17
M1,ST7,2025-01-30,Starved,757
M1,ST7,2025-01-30,Electrical,73
M1,ST7,2025-01-30,Blocked,52
M1,ST7,2025-01-30,Quality,20
M1,ST7,2025-01-31,Starved,171
M1,ST7,2025-01-31,Electrical,24
M1,ST7,2025-01-31,Blocked,20
M1,ST8,2025-01-01,Starved,308
M1,ST8,2025-01-01,Mechanical,109
M1,ST8,2025-01-01,Changeover,106
M1,ST8,2025-01-01,Electrical,42
M1,ST8,2025-01-02,Starved,646
M1,ST8,2025-01-02,Mechanical,120
M1,ST8,2025-01-02,Electrical,72
M1,ST8,2025-01-02,Quality,35
M1,ST8,2025-01-02,Changeover,33
M1,ST8,2025-01-03,Starved,585
M1,ST8,2025-01-03,Mechanical,103
M1,ST8,2025-01-03,Electrical,61
M1,ST8,2025-01-03,Quality,26
M1,ST8,2025-01-03,Changeover,8
M1,ST8,2025-01-04,Starved,533
M1,ST8,2025-01-04,Mechanical,147
M1,ST8,2025-01-04,Electrical,56
M1,ST8,2025-01-04,Changeover,40
M1,ST8,2025-01-04,Quality,40
M1,ST8,2025-01-05,Starved,591
M1,ST8,2025-01-05,Mechanical,84
M1,ST8,2025-01-05,Changeover,73
M1,ST8,2025-01-05,Electrical,21
M1,ST8,2025-01-06,Starved,603
M1,ST8,2025-01-06,Mechanical,75
M1,ST8,2025-01-06,Changeover,61
M1,ST8,2025-01-06,Electrical,49
M1,ST8,2025-01-06,Quality,33
M1,ST8,2025-01-07,Starved,650
M1,ST8,2025-01-07,Mechanical,105
M1,ST8,2025-01-07,Electrical,63
M1,ST8,2025-01-07,Changeover,57
M1,ST8,2025-01-08,Starved,649
M1,ST8,2025-01-08,Mechanical,112
M1,ST8,2025-01-08,Changeover,74
M1,ST8,2025-01-08,Quality,40
M1,ST8,2025-01-08,Electrical,25
M1,ST8,2025-01-09,Starved,629
M1,ST8,2025-01-09,Mechanical,85
M1,ST8,2025-01-09,Electrical,61
M1,ST8,2025-01-09,Changeover,55
M1,ST8,2025-01-09,Quality,35
M1,ST8,2025-01-10,Starved,620
M1,ST8,2025-01-10,Mechanical,88
M1,ST8,2025-01-10,Changeover,82
M1,ST8,2025-01-10,Electrical,40
M1,ST8,2025-01-11,Starved,666
M1,ST8,2025-01-11,Mechanical,56
M1,ST8,2025-01-11,Changeover,36
M1,ST8,2025-01-11,Electrical,22
M1,ST8,2025-01-12,Starved,541
M1,ST8,2025-01-12,Changeover,94
M1,ST8,2025-01-12,Mechanical,65
M1,ST8,2025-01-12,Electrical,30
M1,ST8,2025-01-13,Starved,662
M1,ST8,2025-01-13,Mechanical,120
M1,ST8,2025-01-13,Electrical,31
M1,ST8,2025-01-13,Changeover,28
M1,ST8,2025-01-13,Quality,10
M1,ST8,2025-01-14,Starved,742
M1,ST8,2025-01-14,Mechanical,98
M1,ST8,2025-01-14,Electrical,28
M1,ST8,2025-01-15,Starved,686
M1,ST8,2025-01-15,Mechanical,95
M1,ST8,2025-01-15,Electrical,52
M1,ST8,2025-01-16,Starved,679
M1,ST8,2025-01-16,Changeover,112
M1,ST8,2025-01-16,Mechanical,85
M1,ST8,2025-01-16,Quality,31
M1,ST8,2025-01-16,Electrical,29
M1,ST8,2025-01-17,Starved,595
M1,ST8,2025-01-17,Changeover,67
M1,ST8,2025-01-17,Electrical,59
M1,ST8,2025-01-17,Mechanical,55
M1,ST8,2025-01-18,Starved,488
M1,ST8,2025-01-18,Mechanical,153
M1,ST8,2025-01-18,Changeover,59
M1,ST8,2025-01-18,Electrical,50
M1,ST8,2025-01-19,Starved,763
M1,ST8,2025-01-19,Mechanical,93
M1,ST8,2025-01-19,Electrical,58
M1,ST8,2025-01-20,Starved,697
M1,ST8,2025-01-20,Mechanical,104
M1,ST8,2025-01-20,Changeover,70
M1,ST8,2025-01-20,Electrical,30
M1,ST8,2025-01-20,Quality,22
M1,ST8,2025-01-21,Starved,643
M1,ST8,2025-01-21,Changeover,101
M1,ST8,2025-01-21,Mechanical,62
M1,ST8,2025-01-21,Electrical,54
M1,ST8,2025-01-22,Starved,626
M1,ST8,2025-01-22,Mechanical,161
M1,ST8,2025-01-22,Electrical,72
M1,ST8,2025-01-22,Changeover,7
M1,ST8,2025-01-23,Starved,697
M1,ST8,2025-01-23,Mechanical,67
M1,ST8,2025-01-23,Electrical,60
M1,ST8,2025-01-24,Starved,664
M1,ST8,2025-01-24,Mechanical,100
M1,ST8,2025-01-24,Electrical,28
M1,ST8,2025-01-24,Quality,23
M1,ST8,2025-01-25,Starved,620
M1,ST8,2025-01-25,Mechanical,122
M1,ST8,2025-01-25,Changeover,77
M1,ST8,2025-01-25,Electrical,50
M1,ST8,2025-01-26,Starved,751
M1,ST8,2025-01-26,Mechanical,111
M1,ST8,2025-01-26,Changeover,56
M1,ST8,2025-01-26,Electrical,26
M1,ST8,2025-01-27,Starved,532
M1,ST8,2025-01-27,Mechanical,72
M1,ST8,2025-01-27,Changeover,69
M1,ST8,2025-01-27,Electrical,66
M1,ST8,2025-01-28,Starved,746
M1,ST8,2025-01-28,Mechanical,128
M1,ST8,2025-01-28,Changeover,47
M1,ST8,2025-01-28,Electrical,33
M1,ST8,2025-01-29,Starved,733
M1,ST8,2025-01-29,Electrical,77
M1,ST8,2025-01-29,Mechanical,76
M1,ST8,2025-01-29,Changeover,41
M1,ST8,2025-01-30,Starved,712
M1,ST8,2025-01-30,Mechanical,127
M1,ST8,2025-01-30,Electrical,31
M1,ST8,2025-01-30,Changeover,23
M1,ST8,2025-01-30,Quality,14
M1,ST8,2025-01-31,Starved,174
M1,ST8,2025-01-31,Mechanical,41
