machine,station_id,station_type,day,planned_min,running_min,total_units,good_units,availability,performance,quality,oee
M1,ST7,Inspection,2025-01-27,1440,685,4060,4041,0.4756944444444444,0.9878345498783455,0.9953201970443349,0.4677083333333333
M1,ST8,Packaging,2025-01-27,1440,690,4092,4077,0.4791666666666667,0.9884057971014493,0.9963343108504399,0.47187500000000004
M1,ST1,Robotics,2025-01-28,1440,489,2594,2585,0.33958333333333335,0.8841172460804363,0.9965304548959136,0.2991898148148148
M1,ST2,CNC,2025-01-28,1440,494,2590,2578,0.34305555555555556,0.8738191632928475,0.9953667953667954,0.2983796296296296
M1,ST3,Robotics,2025-01-28,1440,501,2594,2586,0.34791666666666665,0.8629407850964738,0.9969159599074788,0.29930555555555555
M1,ST4,Assembly,2025-01-28,1440,499,2594,2588,0.34652777777777777,0.8663994655978624,0.9976869699306091,0.29953703703703705
M1,ST5,Welding,2025-01-28,1440,494,2594,2587,0.34305555555555556,0.8751686909581646,0.9973014649190439,0.29942129629629627
M1,ST6,Cooling_System,2025-01-28,1440,494,2586,2578,0.34305555555555556,0.8724696356275303,0.9969064191802011,0.2983796296296296
M1,ST7,Inspection,2025-01-28,1440,490,2586,2572,0.3402777777777778,0.8795918367346939,0.9945862335653519,0.29768518518518516
M1,ST8,Packaging,2025-01-28,1440,486,2586,2572,0.3375,0.8868312757201646,0.9945862335653519,0.2976851851851852
M1,ST1,Robotics,2025-01-29,1440,507,2902,2890,0.35208333333333336,0.9539776462853385,0.9958649207443143,0.33449074074074076
M1,ST2,CNC,2025-01-29,1440,512,2897,2888,0.35555555555555557,0.9430338541666666,0.9968933379357956,0.33425925925925926
M1,ST3,Robotics,2025-01-29,1440,511,2882,2878,0.3548611111111111,0.9399869536855838,0.9986120749479528,0.33310185185185187
M1,ST4,Assembly,2025-01-29,1440,514,2873,2861,0.35694444444444445,0.9315823605706874,0.9958231813435433,0.33113425925925927
M1,ST5,Welding,2025-01-29,1440,512,2859,2849,0.35555555555555557,0.9306640625,0.9965022735222105,0.3297453703703703
M1,ST6,Cooling_System,2025-01-29,1440,518,2869,2853,0.3597222222222222,0.9231016731016731,0.9944231439525967,0.3302083333333333
M1,ST7,Inspection,2025-01-29,1440,523,2869,2854,0.36319444444444443,0.91427660930529,0.9947716974555594,0.33032407407407405
M1,ST8,Packaging,2025-01-29,1440,521,2869,2852,0.36180555555555555,0.917786308381318,0.994074590449634,0.3300925925925926
M1,ST1,Robotics,2025-01-30,1440,573,3225,3211,0.39791666666666664,0.9380453752181501,0.9956589147286822,0.3716435185185185
M1,ST2,CNC,2025-01-30,1440,571,3225,3216,0.39652777777777776,0.9413309982486865,0.9972093023255814,0.3722222222222222
M1,ST3,Robotics,2025-01-30,1440,566,3225,3215,0.39305555555555555,0.9496466431095406,0.9968992248062015,0.37210648148148145
M1,ST4,Assembly,2025-01-30,1440,570,3219,3207,0.3958333333333333,0.9412280701754386,0.9962721342031687,0.37118055555555557
M1,ST5,Welding,2025-01-30,1440,566,3219,3203,0.39305555555555555,0.9478798586572438,0.9950295122708915,0.3707175925925925
M1,ST6,Cooling_System,2025-01-30,1440,568,3219,3209,0.39444444444444443,0.9445422535211268,0.9968934451693072,0.371412037037037
M1,ST7,Inspection,2025-01-30,1440,551,3119,3110,0.38263888888888886,0.9434361766485179,0.9971144597627445,0.35995370370370366
M1,ST8,Packaging,2025-01-30,1440,570,3219,3205,0.3958333333333333,0.9412280701754386,0.9956508232370301,0.37094907407407407
M1,ST1,Robotics,2025-01-31,360,93,563,560,0.25833333333333336,1.0,0.9946714031971581,0.25695677915926585
M1,ST2,CNC,2025-01-31,360,96,570,570,0.26666666666666666,0.9895833333333334,1.0,0.2638888888888889
M1,ST3,Robotics,2025-01-31,360,99,577,576,0.275,0.9713804713804713,0.9982668977469671,0.2666666666666667
M1,ST4,Assembly,2025-01-31,360,98,590,589,0.2722222222222222,1.0,0.9983050847457627,0.2717608286252354
M1,ST5,Welding,2025-01-31,360,101,602,599,0.28055555555555556,0.9933993399339934,0.9950166112956811,0.27731481481481485
M1,ST6,Cooling_System,2025-01-31,360,101,592,589,0.28055555555555556,0.976897689768977,0.9949324324324325,0.2726851851851852
M1,ST7,Inspection,2025-01-31,360,100,592,591,0.2777777777777778,0.9866666666666667,0.9983108108108109,0.27361111111111114
M1,ST8,Packaging,2025-01-31,360,100,592,592,0.2777777777777778,0.9866666666666667,1.0,0.2740740740740741
