machine,station_id,station_type,day,cause,trigger_sensor,stop_reason_detail,start,end,minutes
M1,ST2,CNC,2025-01-16,Blocked,,,2025-01-16 23:14:00,2025-01-16 23:26:00,13
M1,ST2,CNC,2025-01-16,Blocked,,,2025-01-16 23:42:00,2025-01-17 00:07:00,26
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 00:11:00,2025-01-17 00:14:00,4
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 00:22:00,2025-01-17 00:26:00,5
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 00:28:00,2025-01-17 01:12:00,45
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 01:50:00,2025-01-17 02:07:00,18
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 03:40:00,2025-01-17 03:51:00,12
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 03:55:00,2025-01-17 04:32:00,38
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 05:31:00,2025-01-17 05:47:00,17
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 06:09:00,2025-01-17 07:01:00,53
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 07:05:00,2025-01-17 07:06:00,2
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 08:51:00,2025-01-17 09:14:00,24
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 09:30:00,2025-01-17 09:46:00,17
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 11:08:00,2025-01-17 11:28:00,21
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 11:43:00,2025-01-17 12:03:00,21
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 12:53:00,2025-01-17 12:56:00,4
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 13:02:00,2025-01-17 13:16:00,15
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 14:23:00,2025-01-17 14:33:00,11
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 14:42:00,2025-01-17 14:52:00,11
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 16:45:00,2025-01-17 17:04:00,20
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 17:18:00,2025-01-17 17:44:00,27
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 17:52:00,2025-01-17 18:00:00,9
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 19:18:00,2025-01-17 19:32:00,15
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 19:55:00,2025-01-17 20:12:00,18
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 20:25:00,2025-01-17 20:54:00,30
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 21:56:00,2025-01-17 22:32:00,37
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 23:24:00,2025-01-17 23:25:00,2
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 23:27:00,2025-01-17 23:51:00,25
M1,ST2,CNC,2025-01-17,Blocked,,,2025-01-17 23:57:00,2025-01-17 23:57:00,1
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 01:33:00,2025-01-18 01:53:00,21
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 02:06:00,2025-01-18 02:25:00,20
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 03:45:00,2025-01-18 03:49:00,5
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 03:58:00,2025-01-18 04:34:00,37
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 04:52:00,2025-01-18 05:25:00,34
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 05:42:00,2025-01-18 06:07:00,26
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 06:16:00,2025-01-18 06:16:00,1
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 06:26:00,2025-01-18 06:39:00,14
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 07:05:00,2025-01-18 07:09:00,5
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 07:22:00,2025-01-18 07:26:00,5
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 07:34:00,2025-01-18 07:54:00,21
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 07:58:00,2025-01-18 07:59:00,2
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 08:28:00,2025-01-18 08:41:00,14
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 09:50:00,2025-01-18 10:03:00,14
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 12:15:00,2025-01-18 12:18:00,4
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 13:11:00,2025-01-18 13:11:00,1
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 14:53:00,2025-01-18 15:54:00,62
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 16:20:00,2025-01-18 16:52:00,33
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 17:18:00,2025-01-18 17:29:00,12
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 17:39:00,2025-01-18 18:01:00,23
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 18:14:00,2025-01-18 18:23:00,10
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 18:25:00,2025-01-18 18:35:00,11
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 19:03:00,2025-01-18 19:20:00,18
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 20:45:00,2025-01-18 20:45:00,1
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 22:17:00,2025-01-18 22:21:00,5
M1,ST2,CNC,2025-01-18,Blocked,,,2025-01-18 23:25:00,2025-01-18 23:44:00,20
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 00:10:00,2025-01-19 00:15:00,6
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 03:02:00,2025-01-19 03:19:00,18
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 03:22:00,2025-01-19 03:41:00,20
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 04:27:00,2025-01-19 04:34:00,8
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 04:44:00,2025-01-19 05:18:00,35
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 05:24:00,2025-01-19 05:25:00,2
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 05:46:00,2025-01-19 05:49:00,4
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 06:52:00,2025-01-19 06:52:00,1
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 08:19:00,2025-01-19 08:54:00,36
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 09:58:00,2025-01-19 10:09:00,12
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 11:26:00,2025-01-19 11:45:00,20
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 12:40:00,2025-01-19 13:15:00,36
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 13:23:00,2025-01-19 13:34:00,12
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 14:31:00,2025-01-19 14:32:00,2
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 14:53:00,2025-01-19 15:06:00,14
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 15:10:00,2025-01-19 15:43:00,34
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 16:15:00,2025-01-19 16:48:00,34
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 17:32:00,2025-01-19 17:47:00,16
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 18:16:00,2025-01-19 18:31:00,16
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 19:15:00,2025-01-19 19:26:00,12
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 20:07:00,2025-01-19 20:19:00,13
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 21:43:00,2025-01-19 21:57:00,15
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 22:08:00,2025-01-19 22:43:00,36
M1,ST2,CNC,2025-01-19,Blocked,,,2025-01-19 23:32:00,2025-01-19 23:50:00,19
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 00:22:00,2025-01-20 00:36:00,15
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 01:56:00,2025-01-20 02:25:00,30
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 02:28:00,2025-01-20 02:36:00,9
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 04:59:00,2025-01-20 05:19:00,21
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 05:43:00,2025-01-20 06:35:00,53
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 08:24:00,2025-01-20 08:43:00,20
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 08:47:00,2025-01-20 08:50:00,4
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 09:37:00,2025-01-20 10:18:00,42
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 10:44:00,2025-01-20 10:56:00,13
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 11:11:00,2025-01-20 11:13:00,3
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 11:33:00,2025-01-20 11:39:00,7
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 12:23:00,2025-01-20 12:38:00,16
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 13:18:00,2025-01-20 13:54:00,37
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 13:58:00,2025-01-20 14:25:00,28
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 15:42:00,2025-01-20 16:11:00,30
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 17:09:00,2025-01-20 17:27:00,19
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 19:01:00,2025-01-20 19:16:00,16
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 19:24:00,2025-01-20 19:53:00,30
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 19:57:00,2025-01-20 20:05:00,9
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 20:17:00,2025-01-20 20:25:00,9
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 22:19:00,2025-01-20 22:43:00,25
M1,ST2,CNC,2025-01-20,Blocked,,,2025-01-20 23:17:00,2025-01-20 23:41:00,25
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 00:41:00,2025-01-21 01:07:00,27
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 03:07:00,2025-01-21 03:10:00,4
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 03:28:00,2025-01-21 03:50:00,23
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 04:19:00,2025-01-21 04:25:00,7
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 04:49:00,2025-01-21 05:14:00,26
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 05:19:00,2025-01-21 05:26:00,8
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 06:35:00,2025-01-21 06:58:00,24
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 07:17:00,2025-01-21 07:38:00,22
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 08:18:00,2025-01-21 08:22:00,5
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 11:10:00,2025-01-21 11:29:00,20
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 11:33:00,2025-01-21 11:38:00,6
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 11:41:00,2025-01-21 11:57:00,17
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 12:02:00,2025-01-21 12:19:00,18
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 12:55:00,2025-01-21 13:10:00,16
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 14:17:00,2025-01-21 14:27:00,11
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 14:30:00,2025-01-21 14:36:00,7
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 14:51:00,2025-01-21 15:16:00,26
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 15:55:00,2025-01-21 15:57:00,3
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 16:03:00,2025-01-21 16:46:00,44
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 17:33:00,2025-01-21 17:43:00,11
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 17:54:00,2025-01-21 18:32:00,39
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 19:21:00,2025-01-21 19:22:00,2
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 19:52:00,2025-01-21 20:10:00,19
M1,ST2,CNC,2025-01-21,Blocked,,,2025-01-21 22:21:00,2025-01-21 22:33:00,13
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 00:04:00,2025-01-22 00:38:00,35
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 00:42:00,2025-01-22 01:08:00,27
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 01:14:00,2025-01-22 01:31:00,18
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 01:51:00,2025-01-22 02:06:00,16
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 03:32:00,2025-01-22 03:50:00,19
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 03:56:00,2025-01-22 04:38:00,43
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 04:53:00,2025-01-22 05:25:00,33
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 05:35:00,2025-01-22 05:37:00,3
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 05:57:00,2025-01-22 06:04:00,8
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 07:05:00,2025-01-22 08:16:00,72
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 08:27:00,2025-01-22 08:27:00,1
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 09:32:00,2025-01-22 09:35:00,4
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 10:30:00,2025-01-22 11:25:00,56
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 12:57:00,2025-01-22 13:20:00,24
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 14:17:00,2025-01-22 14:24:00,8
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 14:30:00,2025-01-22 14:39:00,10
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 14:43:00,2025-01-22 15:02:00,20
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 15:19:00,2025-01-22 15:52:00,34
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 18:00:00,2025-01-22 18:28:00,29
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 18:39:00,2025-01-22 18:52:00,14
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 19:53:00,2025-01-22 20:26:00,34
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 20:30:00,2025-01-22 20:53:00,24
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 21:25:00,2025-01-22 22:09:00,45
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 22:13:00,2025-01-22 22:16:00,4
M1,ST2,CNC,2025-01-22,Blocked,,,2025-01-22 22:20:00,2025-01-22 22:46:00,27
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 00:12:00,2025-01-23 00:16:00,5
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 01:03:00,2025-01-23 01:16:00,14
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 02:01:00,2025-01-23 02:15:00,15
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 02:18:00,2025-01-23 02:27:00,10
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 02:55:00,2025-01-23 03:25:00,31
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 04:00:00,2025-01-23 04:00:00,1
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 04:40:00,2025-01-23 04:49:00,10
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 04:55:00,2025-01-23 05:14:00,20
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 05:47:00,2025-01-23 05:47:00,1
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 05:54:00,2025-01-23 05:54:00,1
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 07:13:00,2025-01-23 07:47:00,35
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 07:59:00,2025-01-23 07:59:00,1
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 08:03:00,2025-01-23 08:53:00,51
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 08:59:00,2025-01-23 09:06:00,8
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 09:32:00,2025-01-23 09:35:00,4
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 09:59:00,2025-01-23 10:21:00,23
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 10:52:00,2025-01-23 11:15:00,24
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 12:22:00,2025-01-23 12:40:00,19
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 13:54:00,2025-01-23 14:01:00,8
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 14:37:00,2025-01-23 14:48:00,12
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 15:23:00,2025-01-23 15:30:00,8
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 17:05:00,2025-01-23 17:24:00,20
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 17:44:00,2025-01-23 18:05:00,22
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 18:42:00,2025-01-23 18:57:00,16
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 19:01:00,2025-01-23 19:14:00,14
M1,ST2,CNC,2025-01-23,Blocked,,,2025-01-23 22:30:00,2025-01-23 23:05:00,36
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 00:21:00,2025-01-24 00:45:00,25
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 00:57:00,2025-01-24 01:42:00,46
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 02:22:00,2025-01-24 02:25:00,4
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 04:16:00,2025-01-24 04:38:00,23
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 04:47:00,2025-01-24 05:05:00,19
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 05:11:00,2025-01-24 05:30:00,20
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 05:37:00,2025-01-24 06:37:00,61
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 08:03:00,2025-01-24 08:05:00,3
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 09:15:00,2025-01-24 09:20:00,6
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 10:13:00,2025-01-24 10:38:00,26
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 11:38:00,2025-01-24 11:53:00,16
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 12:09:00,2025-01-24 12:19:00,11
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 12:46:00,2025-01-24 12:51:00,6
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 14:40:00,2025-01-24 15:14:00,35
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 15:18:00,2025-01-24 15:50:00,33
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 16:25:00,2025-01-24 16:40:00,16
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 16:50:00,2025-01-24 17:17:00,28
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 17:30:00,2025-01-24 17:34:00,5
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 17:47:00,2025-01-24 18:23:00,37
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 20:20:00,2025-01-24 20:37:00,18
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 21:08:00,2025-01-24 21:17:00,10
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 22:07:00,2025-01-24 23:06:00,60
M1,ST2,CNC,2025-01-24,Blocked,,,2025-01-24 23:40:00,2025-01-24 23:58:00,19
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 00:23:00,2025-01-25 01:14:00,52
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 01:46:00,2025-01-25 01:53:00,8
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 01:57:00,2025-01-25 02:06:00,10
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 02:32:00,2025-01-25 02:39:00,8
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 03:17:00,2025-01-25 03:45:00,29
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 04:12:00,2025-01-25 04:32:00,21
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 04:58:00,2025-01-25 05:01:00,4
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 05:05:00,2025-01-25 05:30:00,26
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 05:32:00,2025-01-25 05:57:00,26
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 07:27:00,2025-01-25 07:37:00,11
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 09:25:00,2025-01-25 09:52:00,28
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 10:47:00,2025-01-25 11:21:00,35
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 11:27:00,2025-01-25 11:27:00,1
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 11:48:00,2025-01-25 12:18:00,31
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 13:09:00,2025-01-25 13:19:00,11
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 15:06:00,2025-01-25 15:34:00,29
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 17:52:00,2025-01-25 18:27:00,36
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 18:38:00,2025-01-25 19:00:00,23
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 19:14:00,2025-01-25 19:22:00,9
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 19:26:00,2025-01-25 19:30:00,5
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 19:36:00,2025-01-25 19:54:00,19
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 19:57:00,2025-01-25 20:02:00,6
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 20:22:00,2025-01-25 20:49:00,28
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 21:15:00,2025-01-25 21:28:00,14
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 21:49:00,2025-01-25 22:13:00,25
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 22:17:00,2025-01-25 23:00:00,44
M1,ST2,CNC,2025-01-25,Blocked,,,2025-01-25 23:31:00,2025-01-25 23:51:00,21
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 00:12:00,2025-01-26 00:39:00,28
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 02:04:00,2025-01-26 02:15:00,12
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 02:29:00,2025-01-26 02:34:00,6
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 02:38:00,2025-01-26 02:56:00,19
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 04:48:00,2025-01-26 04:52:00,5
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 05:25:00,2025-01-26 05:52:00,28
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 06:05:00,2025-01-26 06:34:00,30
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 07:27:00,2025-01-26 08:05:00,39
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 08:19:00,2025-01-26 08:53:00,35
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 09:06:00,2025-01-26 09:23:00,18
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 09:27:00,2025-01-26 09:53:00,27
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 10:01:00,2025-01-26 10:15:00,15
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 11:10:00,2025-01-26 11:12:00,3
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 11:18:00,2025-01-26 11:47:00,30
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 13:03:00,2025-01-26 13:33:00,31
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 15:09:00,2025-01-26 15:45:00,37
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 15:49:00,2025-01-26 15:58:00,10
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 16:08:00,2025-01-26 16:41:00,34
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 16:54:00,2025-01-26 17:17:00,24
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 17:31:00,2025-01-26 17:38:00,8
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 18:31:00,2025-01-26 18:37:00,7
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 18:45:00,2025-01-26 18:56:00,12
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 19:03:00,2025-01-26 19:17:00,15
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 19:29:00,2025-01-26 19:34:00,6
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 20:03:00,2025-01-26 20:31:00,29
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 20:54:00,2025-01-26 20:59:00,6
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 22:10:00,2025-01-26 22:24:00,15
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 22:35:00,2025-01-26 22:49:00,15
M1,ST2,CNC,2025-01-26,Blocked,,,2025-01-26 22:57:00,2025-01-26 23:11:00,15
M1,ST2,CNC,2025-01-27,Blocked,,,2025-01-27 01:46:00,2025-01-27 02:16:00,31
M1,ST2,CNC,2025-01-27,Blocked,,,2025-01-27 02:52:00,2025-01-27 03:20:00,29
M1,ST2,CNC,2025-01-27,Blocked,,,2025-01-27 03:26:00,2025-01-27 03:26:00,1
M1,ST2,CNC,2025-01-27,Blocked,,,2025-01-27 03:37:00,2025-01-27 03:44:00,8
M1,ST2,CNC,2025-01-27,Blocked,,,2025-01-27 03:48:00,2025-01-27 04:14:00,27
M1,ST2,CNC,2025-01-27,Blocked,,,2025-01-27 06:31:00,2025-01-27 06:43:00,13
M1,ST2,CNC,2025-01-27,Blocked,,,2025-01-27 08:20:00,2025-01-27 08:49:00,30
M1,ST2,CNC,2025-01-27,Blocked,,,2025-01-27 10:06:00,2025-01-27 10:37:00,32
