machine,station_id,hour,count,xbar,s,R
M1,ST2,2025-01-06 04:00:00,6,6.333333333333333,0.5163977794943223,1
M1,ST2,2025-01-06 05:00:00,33,6.212121212121212,1.0827504259285632,5
M1,ST2,2025-01-06 06:00:00,20,6.15,1.3088765773505315,6
M1,ST2,2025-01-06 07:00:00,17,4.411764705882353,1.0641207361838554,4
M1,ST2,2025-01-06 08:00:00,59,4.728813559322034,0.4483882428930301,1
M1,ST2,2025-01-06 09:00:00,43,5.511627906976744,1.0549676822686227,4
M1,ST2,2025-01-06 10:00:00,13,6.153846153846154,1.3445044840729643,5
M1,ST2,2025-01-06 11:00:00,13,5.384615384615385,1.2608503439122303,5
M1,ST2,2025-01-06 12:00:00,24,6.291666666666667,0.69025305168635,3
M1,ST2,2025-01-06 13:00:00,47,6.25531914893617,1.0522870559422501,6
M1,ST2,2025-01-06 14:00:00,3,5.0,1.7320508075688772,3
M1,ST2,2025-01-06 15:00:00,30,5.9,0.8448627719625692,3
M1,ST2,2025-01-06 16:00:00,13,6.153846153846154,1.405118847058488,6
M1,ST2,2025-01-06 17:00:00,28,6.142857142857143,1.2682529749484557,5
M1,ST2,2025-01-06 18:00:00,15,5.533333333333333,0.833809387832792,3
M1,ST2,2025-01-06 19:00:00,34,5.852941176470588,1.209366298901944,6
M1,ST2,2025-01-06 20:00:00,43,5.953488372093023,0.898503739613625,3
M1,ST2,2025-01-06 21:00:00,15,6.0,1.4638501094227994,6
M1,ST2,2025-01-06 22:00:00,13,5.846153846153846,0.8006407690254358,2
M1,ST2,2025-01-06 23:00:00,34,6.117647058823529,1.1218141660600054,6
M1,ST2,2025-01-07 00:00:00,23,6.130434782608695,1.3247417527437002,6
M1,ST2,2025-01-07 01:00:00,41,5.439024390243903,1.0499709635938723,5
M1,ST2,2025-01-07 02:00:00,9,4.111111111111111,1.5365907428821477,4
M1,ST2,2025-01-07 03:00:00,28,6.321428571428571,0.983326607456148,5
M1,ST2,2025-01-07 04:00:00,28,6.464285714285714,0.5762035942360842,2
M1,ST2,2025-01-07 05:00:00,8,6.125,1.4577379737113252,5
M1,ST2,2025-01-07 06:00:00,18,5.777777777777778,1.8005082797253327,6
M1,ST2,2025-01-07 07:00:00,13,6.384615384615385,0.7679476477883042,2
M1,ST2,2025-01-07 08:00:00,45,4.822222222222222,0.3866457674602808,1
M1,ST2,2025-01-07 09:00:00,10,5.1,1.1972189997378644,3
M1,ST2,2025-01-07 10:00:00,9,6.333333333333333,0.5,1
M1,ST2,2025-01-07 11:00:00,40,4.6,0.49613893835683376,1
M1,ST2,2025-01-07 12:00:00,33,5.636363636363637,1.2946568516932828,5
M1,ST2,2025-01-07 13:00:00,32,6.375,0.8327955253822958,5
M1,ST2,2025-01-07 14:00:00,11,5.7272727272727275,1.6787441193290353,5
M1,ST2,2025-01-07 15:00:00,39,6.256410256410256,1.2294189624189127,6
M1,ST2,2025-01-07 16:00:00,14,6.428571428571429,0.5135525910130955,1
M1,ST2,2025-01-07 17:00:00,16,6.125,1.2041594578792296,4
M1,ST2,2025-01-07 18:00:00,22,6.363636363636363,0.5810872031479765,2
M1,ST2,2025-01-07 19:00:00,17,5.588235294117647,1.3256518929102281,5
M1,ST2,2025-01-07 20:00:00,36,5.777777777777778,1.1737877907772678,6
M1,ST2,2025-01-07 21:00:00,21,6.095238095238095,0.7684244858645445,2
M1,ST2,2025-01-07 22:00:00,12,5.0,0.0,0
M1,ST2,2025-01-07 23:00:00,19,6.2105263157894735,0.9176629354822471,4
M1,ST2,2025-01-08 00:00:00,35,6.257142857142857,0.8520859229960717,4
M1,ST2,2025-01-08 01:00:00,30,6.566666666666666,0.5683207771559353,2
M1,ST2,2025-01-08 02:00:00,7,5.714285714285714,1.2535663410560176,4
M1,ST2,2025-01-08 03:00:00,14,6.0,1.3587324409735146,4
M1,ST2,2025-01-08 04:00:00,26,5.461538461538462,0.7605665904189712,3
M1,ST2,2025-01-08 05:00:00,6,5.0,2.0,5
M1,ST2,2025-01-08 06:00:00,28,5.0,0.47140452079103157,3
M1,ST2,2025-01-08 07:00:00,44,5.25,0.8387421368293255,3
M1,ST2,2025-01-08 08:00:00,46,4.782608695652174,0.696436755627797,3
M1,ST2,2025-01-08 09:00:00,4,6.25,1.5,3
M1,ST2,2025-01-08 10:00:00,15,5.666666666666667,1.7182493859684487,6
M1,ST2,2025-01-08 11:00:00,13,5.461538461538462,1.8081014266989472,6
M1,ST2,2025-01-08 12:00:00,37,6.297297297297297,0.8776504260070009,5
M1,ST2,2025-01-08 13:00:00,16,6.25,1.4832396974191326,6
M1,ST2,2025-01-08 14:00:00,37,5.351351351351352,0.9779859183323943,3
M1,ST2,2025-01-08 15:00:00,30,6.033333333333333,1.2452207485597395,6
M1,ST2,2025-01-08 16:00:00,31,5.548387096774194,1.0275767506588613,4
M1,ST2,2025-01-08 17:00:00,25,5.88,0.7810249675906656,2
M1,ST2,2025-01-08 18:00:00,25,4.72,1.429452109492771,6
M1,ST2,2025-01-08 19:00:00,21,5.857142857142857,0.9636241116594317,3
M1,ST2,2025-01-08 20:00:00,18,5.833333333333333,1.3826657968874303,5
M1,ST2,2025-01-08 21:00:00,3,5.0,2.6457513110645907,5
M1,ST2,2025-01-08 22:00:00,24,6.416666666666667,0.5835920751217649,2
M1,ST2,2025-01-08 23:00:00,22,6.090909090909091,1.4444999434337429,6
M1,ST2,2025-01-09 00:00:00,16,5.75,1.61245154965971,6
M1,ST2,2025-01-09 01:00:00,34,5.088235294117647,0.6682245611851774,3
M1,ST2,2025-01-09 02:00:00,32,4.78125,0.49084357931507955,2
M1,ST2,2025-01-09 03:00:00,37,5.027027027027027,0.3716693935988516,2
M1,ST2,2025-01-09 04:00:00,9,4.666666666666667,1.4142135623730951,5
M1,ST2,2025-01-09 05:00:00,15,6.0,1.4638501094227998,6
M1,ST2,2025-01-09 06:00:00,5,5.6,0.5477225575051662,1
M1,ST2,2025-01-09 07:00:00,17,5.882352941176471,1.5363248737318087,5
M1,ST2,2025-01-09 08:00:00,31,5.387096774193548,0.6152191671720854,3
M1,ST2,2025-01-09 09:00:00,35,5.228571428571429,0.7702449681266149,5
M1,ST2,2025-01-09 10:00:00,23,6.217391304347826,0.7358681786057781,3
M1,ST2,2025-01-09 11:00:00,42,5.9523809523809526,1.0809296123917653,6
M1,ST2,2025-01-09 12:00:00,27,6.2592592592592595,0.5943705521611524,2
M1,ST2,2025-01-09 13:00:00,9,6.333333333333333,0.5,1
M1,ST2,2025-01-09 14:00:00,16,4.9375,1.181453906563152,5
M1,ST2,2025-01-09 15:00:00,2,3.0,2.8284271247461903,4
M1,ST2,2025-01-09 16:00:00,40,6.475,0.5057363253408151,1
M1,ST2,2025-01-09 17:00:00,30,5.2,0.48423419811150226,2
M1,ST2,2025-01-09 18:00:00,9,6.555555555555555,0.5270462766947299,1
M1,ST2,2025-01-09 19:00:00,40,5.5,1.1547005383792517,6
M1,ST2,2025-01-09 20:00:00,10,5.3,2.110818693198342,6
M1,ST2,2025-01-09 21:00:00,3,5.0,0.0,0
M1,ST2,2025-01-09 22:00:00,26,6.423076923076923,0.503831473655779,1
M1,ST2,2025-01-09 23:00:00,13,6.076923076923077,1.6052797503622467,6
M1,ST2,2025-01-10 00:00:00,30,6.3,0.915385729888094,4
M1,ST2,2025-01-10 01:00:00,27,5.962962962962963,1.4000406994491126,5
M1,ST2,2025-01-10 02:00:00,15,6.2,0.8618916073713347,3
M1,ST2,2025-01-10 03:00:00,15,5.333333333333333,1.5886502207249786,6
M1,ST2,2025-01-10 04:00:00,47,5.297872340425532,0.9761257406756676,6
M1,ST2,2025-01-10 05:00:00,19,4.7368421052631575,0.4524139283588642,1
M1,ST2,2025-01-10 06:00:00,43,5.325581395348837,1.1280182840581243,5
M1,ST2,2025-01-10 07:00:00,22,6.5,0.511766315719159,1
M1,ST2,2025-01-10 08:00:00,17,5.882352941176471,1.7278003697322961,6
M1,ST2,2025-01-10 09:00:00,15,5.8,1.3201731488169055,5
M1,ST2,2025-01-10 10:00:00,20,5.9,1.119210247874531,5
M1,ST2,2025-01-10 11:00:00,26,4.961538461538462,0.44549022263293125,2
M1,ST2,2025-01-10 12:00:00,30,6.4,0.9684683962230045,5
M1,ST2,2025-01-10 13:00:00,21,6.0476190476190474,1.2835961388299078,6
M1,ST2,2025-01-10 14:00:00,10,6.0,1.1547005383792515,3
M1,ST2,2025-01-10 15:00:00,23,6.304347826086956,1.06321906614239,5
M1,ST2,2025-01-10 16:00:00,44,6.431818181818182,0.5454985887785669,2
M1,ST2,2025-01-10 17:00:00,32,5.0,1.1359236684941298,5
M1,ST2,2025-01-10 18:00:00,33,4.606060606060606,0.7881701093115123,4
M1,ST2,2025-01-10 19:00:00,11,6.0,1.4142135623730951,5
M1,ST2,2025-01-10 20:00:00,20,5.55,1.190974832912761,5
M1,ST2,2025-01-10 21:00:00,15,6.133333333333334,0.7432233529572064,2
M1,ST2,2025-01-10 22:00:00,39,5.230769230769231,0.5831646179767074,3
M1,ST2,2025-01-10 23:00:00,32,5.8125,1.3781123134153823,6
M1,ST2,2025-01-11 00:00:00,28,6.142857142857143,1.2084359562332878,6
M1,ST2,2025-01-11 01:00:00,3,5.0,2.6457513110645907,5
M1,ST2,2025-01-11 02:00:00,33,6.393939393939394,0.9333874443188751,5
M1,ST2,2025-01-11 03:00:00,24,5.875,1.3929168644626095,6
M1,ST2,2025-01-11 05:00:00,10,6.0,1.4907119849998598,5
M1,ST2,2025-01-11 06:00:00,34,5.970588235294118,1.2181778274338015,6
M1,ST2,2025-01-11 07:00:00,48,4.895833333333333,0.3712877723937028,2
M1,ST2,2025-01-11 08:00:00,15,4.666666666666667,0.4879500364742666,1
M1,ST2,2025-01-11 09:00:00,25,6.16,1.0279429296739513,5
M1,ST2,2025-01-11 10:00:00,13,6.076923076923077,1.3204505835470497,5
M1,ST2,2025-01-11 11:00:00,53,6.528301886792453,0.5407890810553402,2
M1,ST2,2025-01-11 12:00:00,12,5.666666666666667,1.8257418583505536,5
M1,ST2,2025-01-11 13:00:00,22,5.454545454545454,1.056826909613451,3
M1,ST2,2025-01-11 14:00:00,39,6.230769230769231,1.0120728718702563,6
M1,ST2,2025-01-11 15:00:00,42,5.785714285714286,0.7501451659744556,2
M1,ST2,2025-01-11 16:00:00,60,5.5,0.5674803065350237,2
M1,ST2,2025-01-11 17:00:00,23,5.826086956521739,1.336623082556236,6
M1,ST2,2025-01-11 18:00:00,7,5.285714285714286,2.3603873774083297,6
M1,ST2,2025-01-11 19:00:00,42,6.190476190476191,1.1526871095791833,6
M1,ST2,2025-01-11 20:00:00,21,4.857142857142857,0.9102589898327995,5
M1,ST2,2025-01-11 21:00:00,25,5.6,0.7637626158259735,3
M1,ST2,2025-01-11 22:00:00,10,5.8,1.6193277068654823,5
M1,ST2,2025-01-11 23:00:00,51,5.098039215686274,0.670966525566941,5
M1,ST2,2025-01-12 00:00:00,15,5.666666666666667,1.6761634196950517,6
M1,ST2,2025-01-12 01:00:00,42,5.095238095238095,0.6555401351231358,3
M1,ST2,2025-01-12 02:00:00,55,6.236363636363636,0.63722884904923,2
M1,ST2,2025-01-12 03:00:00,36,5.416666666666667,0.5542047068934521,2
M1,ST2,2025-01-12 04:00:00,51,5.980392156862745,1.0293725482726142,6
M1,ST2,2025-01-12 05:00:00,34,5.882352941176471,1.2001188295294292,6
M1,ST2,2025-01-12 06:00:00,6,5.666666666666667,1.8618986725025255,5
M1,ST2,2025-01-12 07:00:00,16,5.6875,1.2500000000000002,4
M1,ST2,2025-01-12 08:00:00,19,6.526315789473684,0.512989176042577,1
M1,ST2,2025-01-12 09:00:00,20,6.3,0.4701623459816273,1
M1,ST2,2025-01-12 10:00:00,36,5.888888888888889,0.7847757742648638,2
M1,ST2,2025-01-12 11:00:00,45,5.222222222222222,1.0200019805882927,6
M1,ST2,2025-01-12 12:00:00,29,6.068965517241379,0.8836221915162054,3
M1,ST2,2025-01-12 13:00:00,17,5.647058823529412,1.6179144164088315,6
M1,ST2,2025-01-12 14:00:00,12,5.083333333333333,1.2401124093721454,5
M1,ST2,2025-01-12 15:00:00,59,5.52542372881356,0.971240447578993,3
M1,ST2,2025-01-12 16:00:00,24,5.0,1.4142135623730951,6
M1,ST2,2025-01-12 17:00:00,36,6.166666666666667,1.1338934190276817,5
M1,ST2,2025-01-12 18:00:00,16,6.4375,0.5123475382979799,1
M1,ST2,2025-01-12 19:00:00,25,5.6,1.3228756555322951,6
M1,ST2,2025-01-12 20:00:00,26,5.346153846153846,0.7452413135250997,3
M1,ST2,2025-01-12 21:00:00,60,5.783333333333333,0.884741974578985,3
M1,ST2,2025-01-12 22:00:00,10,6.0,1.4142135623730951,4
M1,ST2,2025-01-12 23:00:00,9,5.222222222222222,0.97182531580755,3
M1,ST2,2025-01-13 00:00:00,36,4.916666666666667,0.5542047068934522,2
M1,ST2,2025-01-13 01:00:00,15,4.333333333333333,1.0465362369445672,4
M1,ST2,2025-01-13 02:00:00,36,5.694444444444445,1.1166133604902801,5
M1,ST2,2025-01-13 03:00:00,16,4.5625,0.8139410298049851,3
M1,ST2,2025-01-13 04:00:00,46,6.304347826086956,0.939729635288583,6
M1,ST2,2025-01-13 05:00:00,28,6.464285714285714,0.5078745001833701,1
M1,ST2,2025-01-13 06:00:00,13,5.230769230769231,1.9644272343292228,6
M1,ST2,2025-01-13 07:00:00,30,6.166666666666667,1.0854312136382618,6
M1,ST2,2025-01-13 08:00:00,9,6.333333333333333,0.4999999999999999,1
M1,ST2,2025-01-13 09:00:00,27,4.814814814814815,0.622466374565235,3
M1,ST2,2025-01-13 10:00:00,12,5.916666666666667,1.6213537179739277,6
M1,ST2,2025-01-13 11:00:00,13,5.0,1.4142135623730951,6
M1,ST2,2025-01-13 12:00:00,8,5.875,1.642080561796093,5
M1,ST2,2025-01-13 13:00:00,41,6.195121951219512,1.1004433696270324,6
M1,ST2,2025-01-13 14:00:00,34,5.970588235294118,0.7581993868109018,2
M1,ST2,2025-01-13 15:00:00,16,5.1875,1.0468205831628137,5
M1,ST2,2025-01-13 16:00:00,29,5.620689655172414,1.2367524611846563,6
M1,ST2,2025-01-13 17:00:00,37,5.324324324324325,0.579945114934453,2
M1,ST2,2025-01-13 18:00:00,3,5.0,1.7320508075688772,3
M1,ST2,2025-01-13 19:00:00,26,6.346153846153846,0.485164524037584,1
M1,ST2,2025-01-13 20:00:00,28,6.178571428571429,1.156417566150561,5
M1,ST2,2025-01-13 21:00:00,42,5.666666666666667,1.004056811789459,5
M1,ST2,2025-01-13 22:00:00,30,4.9,0.7119666788018506,3
M1,ST2,2025-01-13 23:00:00,34,4.794117647058823,0.9138467401745383,4
M1,ST2,2025-01-14 00:00:00,18,4.666666666666667,0.9074852129730304,4
M1,ST2,2025-01-14 01:00:00,17,5.647058823529412,1.8351149988007645,6
M1,ST2,2025-01-14 02:00:00,11,5.545454545454546,1.8090680674665818,5
M1,ST2,2025-01-14 03:00:00,26,6.0,0.6928203230275508,2
M1,ST2,2025-01-14 04:00:00,6,5.0,2.3664319132398464,5
M1,ST2,2025-01-14 05:00:00,39,6.256410256410256,0.9925498454392664,6
M1,ST2,2025-01-14 06:00:00,10,6.0,1.8257418583505538,6
M1,ST2,2025-01-14 07:00:00,28,5.535714285714286,1.0708993401928102,5
M1,ST2,2025-01-14 08:00:00,10,6.0,1.4907119849998598,5
M1,ST2,2025-01-14 09:00:00,49,5.673469387755102,0.7468755781599108,2
M1,ST2,2025-01-14 10:00:00,12,5.583333333333333,1.6764862244009227,6
M1,ST2,2025-01-14 11:00:00,45,6.4222222222222225,0.6211751651978579,3
M1,ST2,2025-01-14 12:00:00,26,6.0,0.7999999999999999,2
M1,ST2,2025-01-14 13:00:00,21,6.190476190476191,0.6796357567879737,2
M1,ST2,2025-01-14 14:00:00,48,4.8125,0.7623103182278173,5
M1,ST2,2025-01-14 15:00:00,16,5.5625,1.4591664287073858,6
M1,ST2,2025-01-14 16:00:00,20,6.35,0.48936048492959283,1
M1,ST2,2025-01-14 17:00:00,25,5.24,1.1284207253207172,6
M1,ST2,2025-01-14 18:00:00,19,5.684210526315789,0.6710382982072026,2
M1,ST2,2025-01-14 19:00:00,2,5.0,1.4142135623730951,2
M1,ST2,2025-01-14 20:00:00,35,6.285714285714286,1.0451970985368817,6
M1,ST2,2025-01-14 21:00:00,60,6.25,0.7277781371744774,3
M1,ST2,2025-01-14 22:00:00,11,6.181818181818182,0.8738628975053031,3
M1,ST2,2025-01-14 23:00:00,22,6.136363636363637,0.8888437939499212,3
M1,ST2,2025-01-15 00:00:00,7,5.714285714285714,1.7043362064926935,5
M1,ST2,2025-01-15 01:00:00,29,5.172413793103448,1.7539540130239892,6
M1,ST2,2025-01-15 02:00:00,44,5.75,1.143739277494535,6
M1,ST2,2025-01-15 03:00:00,8,5.625,1.1877349391654206,4
M1,ST2,2025-01-15 04:00:00,22,6.045454545454546,1.3965015038360862,5
M1,ST2,2025-01-15 05:00:00,12,6.083333333333333,0.90033663737852,3
M1,ST2,2025-01-15 06:00:00,23,5.217391304347826,0.9513875865917888,3
M1,ST2,2025-01-15 07:00:00,4,3.5,1.7320508075688772,4
M1,ST2,2025-01-15 08:00:00,55,5.6,0.6265720968831862,2
M1,ST2,2025-01-15 09:00:00,42,5.595238095238095,1.148902420223878,6
M1,ST2,2025-01-15 10:00:00,9,4.222222222222222,1.3017082793177757,4
M1,ST2,2025-01-15 11:00:00,60,4.883333333333334,0.761169186891749,3
M1,ST2,2025-01-15 12:00:00,9,6.0,1.5811388300841898,5
M1,ST2,2025-01-15 13:00:00,40,5.775,1.3679012559954193,6
M1,ST2,2025-01-15 14:00:00,45,6.311111111111111,0.9492155187364464,6
M1,ST2,2025-01-15 15:00:00,20,4.85,0.7451598203705947,3
M1,ST2,2025-01-15 16:00:00,6,4.166666666666667,1.602081978759722,4
M1,ST2,2025-01-15 17:00:00,16,5.8125,1.42448821218944,5
M1,ST2,2025-01-15 18:00:00,39,5.333333333333333,1.1994150621148918,6
M1,ST2,2025-01-15 19:00:00,19,5.0,0.5773502691896262,2
M1,ST2,2025-01-15 20:00:00,26,5.038461538461538,0.9583639905910168,4
M1,ST2,2025-01-15 21:00:00,21,6.190476190476191,1.077916862241593,5
M1,ST2,2025-01-15 22:00:00,23,5.6521739130434785,1.6126966589641065,6
M1,ST2,2025-01-15 23:00:00,54,5.222222222222222,0.46242456464532833,2
M1,ST2,2025-01-16 00:00:00,23,5.565217391304348,1.273009567789573,5
M1,ST2,2025-01-16 01:00:00,11,6.181818181818182,1.1677484162422844,4
M1,ST2,2025-01-16 02:00:00,20,5.9,1.3726654823065194,6
M1,ST2,2025-01-16 03:00:00,7,4.857142857142857,2.3401261667248794,6
M1,ST2,2025-01-16 04:00:00,26,6.615384615384615,0.5710988059467872,2
M1,ST2,2025-01-16 05:00:00,39,6.487179487179487,0.5063696835418333,1
M1,ST2,2025-01-16 06:00:00,3,5.0,0.0,0
M1,ST2,2025-01-16 07:00:00,11,5.0,0.6324555320336759,2
M1,ST2,2025-01-16 08:00:00,23,4.956521739130435,0.9282564726687249,5
M1,ST2,2025-01-16 09:00:00,33,5.333333333333333,0.8539125638299674,3
M1,ST2,2025-01-16 10:00:00,28,6.25,1.1426091000668406,6
M1,ST2,2025-01-16 11:00:00,21,6.380952380952381,0.49761335152811925,1
M1,ST2,2025-01-16 12:00:00,28,4.892857142857143,0.566946709513841,3
M1,ST2,2025-01-16 13:00:00,20,5.1,1.2523661815266247,6
M1,ST2,2025-01-16 14:00:00,25,5.72,0.7371114795831992,2
M1,ST2,2025-01-16 15:00:00,9,5.888888888888889,0.6009252125773314,2
M1,ST2,2025-01-16 16:00:00,17,5.705882352941177,1.759428383110298,6
M1,ST2,2025-01-16 17:00:00,24,6.25,0.5316095330711951,2
M1,ST2,2025-01-16 18:00:00,15,6.066666666666666,1.2798809468443686,5
M1,ST2,2025-01-16 19:00:00,28,5.678571428571429,1.055973183882699,4
M1,ST2,2025-01-16 20:00:00,35,4.514285714285714,1.1471557812932913,4
M1,ST2,2025-01-16 21:00:00,17,6.0,0.9354143466934853,3
M1,ST2,2025-01-16 22:00:00,36,6.027777777777778,0.8446845940894527,4
M1,ST2,2025-01-16 23:00:00,15,5.666666666666667,1.3972762620115438,5
M1,ST2,2025-01-17 00:00:00,11,5.7272727272727275,1.4206272622267315,5
M1,ST2,2025-01-17 01:00:00,37,5.027027027027027,0.3716693935988517,2
M1,ST2,2025-01-17 02:00:00,16,6.5625,0.51234753829798,1
M1,ST2,2025-01-17 03:00:00,14,5.5,1.605279750362247,5
M1,ST2,2025-01-17 04:00:00,27,6.444444444444445,0.5063696835418333,1
M1,ST2,2025-01-17 05:00:00,43,6.023255813953488,0.8588023802011742,3
M1,ST2,2025-01-17 06:00:00,9,4.333333333333333,1.322875655532295,4
M1,ST2,2025-01-17 07:00:00,38,5.5,1.0067340828210365,4
M1,ST2,2025-01-17 08:00:00,51,5.0588235294117645,0.7046066904559556,3
M1,ST2,2025-01-17 09:00:00,15,6.133333333333334,0.7432233529572064,3
M1,ST2,2025-01-17 10:00:00,55,5.418181818181818,0.9167355346031046,3
M1,ST2,2025-01-17 11:00:00,22,5.409090909090909,1.436234856411222,6
M1,ST2,2025-01-17 12:00:00,12,5.5,1.3142574813455419,5
M1,ST2,2025-01-17 13:00:00,26,5.653846153846154,0.7452413135250991,3
M1,ST2,2025-01-17 14:00:00,16,6.0,0.730296743340222,2
M1,ST2,2025-01-17 15:00:00,25,6.16,0.8000000000000002,4
M1,ST2,2025-01-17 16:00:00,45,6.4222222222222225,0.7226494462892933,4
M1,ST2,2025-01-17 17:00:00,20,6.45,0.6863327411532597,3
M1,ST2,2025-01-17 18:00:00,43,5.325581395348837,0.6063524918787173,2
M1,ST2,2025-01-17 19:00:00,25,6.12,1.1298967504452195,5
M1,ST2,2025-01-17 20:00:00,17,5.352941176470588,0.7018882096342193,3
M1,ST2,2025-01-17 21:00:00,56,6.375,0.5896840448301724,3
M1,ST2,2025-01-17 22:00:00,20,6.3,0.47016234598162715,1
M1,ST2,2025-01-17 23:00:00,11,6.0,0.8944271909999159,3
M1,ST2,2025-01-18 00:00:00,22,6.545454545454546,0.5096471914376255,1
M1,ST2,2025-01-18 01:00:00,26,6.346153846153846,0.8458041235325208,4
M1,ST2,2025-01-18 02:00:00,26,5.5,1.449137674618944,6
M1,ST2,2025-01-18 03:00:00,30,6.1,1.3480509557543976,6
M1,ST2,2025-01-18 04:00:00,17,6.411764705882353,0.6183469424008425,2
M1,ST2,2025-01-18 05:00:00,16,5.625,0.6191391873668902,2
M1,ST2,2025-01-18 06:00:00,20,5.75,1.5517392618742705,6
M1,ST2,2025-01-18 07:00:00,25,5.52,1.3266499161421594,5
M1,ST2,2025-01-18 08:00:00,46,5.543478260869565,0.5459557059416464,2
M1,ST2,2025-01-18 09:00:00,50,5.4,0.49487165930539345,1
M1,ST2,2025-01-18 10:00:00,9,5.888888888888889,1.1666666666666667,4
M1,ST2,2025-01-18 11:00:00,10,6.0,1.8257418583505538,6
M1,ST2,2025-01-18 12:00:00,52,5.9423076923076925,0.8022874537041204,3
M1,ST2,2025-01-18 13:00:00,49,6.020408163265306,1.1271238455756787,5
M1,ST2,2025-01-18 14:00:00,53,5.509433962264151,0.9531857819849335,3
M1,ST2,2025-01-18 15:00:00,5,6.6,0.5477225575051662,1
M1,ST2,2025-01-18 16:00:00,27,6.185185185185185,1.1447887624104764,6
M1,ST2,2025-01-18 17:00:00,27,6.296296296296297,1.1706281947614157,6
M1,ST2,2025-01-18 18:00:00,18,5.833333333333333,1.3394467690277294,5
M1,ST2,2025-01-18 19:00:00,13,6.153846153846154,0.8006407690254358,2
M1,ST2,2025-01-18 20:00:00,58,5.293103448275862,0.5926041455484714,2
M1,ST2,2025-01-18 21:00:00,3,5.0,3.4641016151377544,6
M1,ST2,2025-01-18 22:00:00,39,4.6923076923076925,0.6136108038679581,3
M1,ST2,2025-01-18 23:00:00,36,5.166666666666667,0.9411239481143209,4
M1,ST2,2025-01-19 00:00:00,16,5.875,1.6278820596099706,6
M1,ST2,2025-01-19 01:00:00,23,6.217391304347826,1.2415723806063765,6
M1,ST2,2025-01-19 02:00:00,8,5.625,1.5979898086569355,5
M1,ST2,2025-01-19 03:00:00,4,5.75,0.4999999999999999,1
M1,ST2,2025-01-19 04:00:00,17,5.705882352941177,1.447614670861731,5
M1,ST2,2025-01-19 05:00:00,29,5.689655172413793,0.8063785124981439,3
M1,ST2,2025-01-19 06:00:00,14,5.785714285714286,1.6723346844167577,5
M1,ST2,2025-01-19 07:00:00,50,6.36,0.6311634866964153,2
M1,ST2,2025-01-19 08:00:00,24,6.291666666666667,0.9078961186825507,4
M1,ST2,2025-01-19 09:00:00,28,5.285714285714286,1.0490610566259242,6
M1,ST2,2025-01-19 10:00:00,41,6.2682926829268295,1.0006095703095799,5
M1,ST2,2025-01-19 11:00:00,12,5.333333333333333,1.6143297699232977,6
M1,ST2,2025-01-19 12:00:00,17,5.823529411764706,1.5506165756581742,6
M1,ST2,2025-01-19 13:00:00,7,5.428571428571429,1.9880595947760098,6
M1,ST2,2025-01-19 14:00:00,23,6.304347826086956,1.0632190661423901,5
M1,ST2,2025-01-19 15:00:00,19,5.894736842105263,1.328940130835483,6
M1,ST2,2025-01-19 16:00:00,24,4.666666666666667,1.0072203103706698,6
M1,ST2,2025-01-19 17:00:00,44,5.045454545454546,0.8056355415402253,5
M1,ST2,2025-01-19 18:00:00,20,4.95,1.1459310165698642,6
M1,ST2,2025-01-19 19:00:00,11,5.636363636363637,1.8586407545691703,5
M1,ST2,2025-01-19 20:00:00,3,5.0,1.0,2
M1,ST2,2025-01-19 21:00:00,19,6.157894736842105,1.11868761873192,5
M1,ST2,2025-01-19 22:00:00,23,6.173913043478261,1.230379613003589,6
M1,ST2,2025-01-19 23:00:00,16,6.1875,1.2230426539304888,5
M1,ST2,2025-01-20 00:00:00,39,6.256410256410256,1.2294189624189125,6
M1,ST2,2025-01-20 01:00:00,48,5.3125,1.1514329647619204,6
M1,ST2,2025-01-20 02:00:00,2,5.0,0.0,0
M1,ST2,2025-01-20 03:00:00,38,5.078947368421052,0.9693011956898957,3
M1,ST2,2025-01-20 04:00:00,21,5.428571428571429,1.5023790657297038,6
M1,ST2,2025-01-20 05:00:00,23,5.173913043478261,1.1140496934013264,4
M1,ST2,2025-01-20 06:00:00,12,5.916666666666667,1.6213537179739277,6
M1,ST2,2025-01-20 07:00:00,12,6.25,0.6215815605080611,2
M1,ST2,2025-01-20 08:00:00,11,4.636363636363637,1.689540012709215,5
M1,ST2,2025-01-20 09:00:00,12,6.25,0.8660254037844386,3
M1,ST2,2025-01-20 10:00:00,28,6.142857142857143,1.1126972805283737,6
M1,ST2,2025-01-20 11:00:00,50,6.1,0.8144110179279556,4
M1,ST2,2025-01-20 12:00:00,41,5.073170731707317,0.9589119850757686,6
M1,ST2,2025-01-20 13:00:00,7,6.142857142857143,0.6900655593423541,2
M1,ST2,2025-01-20 14:00:00,1,6.0,,0
M1,ST2,2025-01-20 15:00:00,14,5.785714285714286,1.5776599725577718,6
M1,ST2,2025-01-20 16:00:00,23,4.695652173913044,0.9261249968991351,5
M1,ST2,2025-01-20 17:00:00,41,5.878048780487805,0.8716398898403949,3
M1,ST2,2025-01-20 18:00:00,19,5.2631578947368425,0.6533762964749501,2
M1,ST2,2025-01-20 19:00:00,11,5.545454545454546,1.863525495593573,6
M1,ST2,2025-01-20 20:00:00,31,5.516129032258065,1.0286226305740276,6
M1,ST2,2025-01-20 21:00:00,39,5.512820512820513,0.5063696835418333,1
M1,ST2,2025-01-20 22:00:00,19,5.421052631578948,0.606976978666884,2
