machine,station_id,station_type,day,shift,planned_min,running_min,total_units,good_units,availability,performance,quality,oee
M1,ST4,Assembly,2025-01-10,A,480,195,1125,1123,0.40625,0.9615384615384616,0.9982222222222222,0.38993055555555556
M1,ST5,Welding,2025-01-10,A,480,195,1125,1119,0.40625,0.9615384615384616,0.9946666666666667,0.3885416666666667
M1,ST6,Cooling_System,2025-01-10,A,480,200,1125,1118,0.4166666666666667,0.9375,0.9937777777777778,0.38819444444444445
M1,ST7,Inspection,2025-01-10,A,480,196,1135,1131,0.4083333333333333,0.9651360544217688,0.9964757709251101,0.3927083333333333
M1,ST8,Packaging,2025-01-10,A,480,193,1145,1140,0.40208333333333335,0.9887737478411054,0.9956331877729258,0.39583333333333337
M1,ST1,Robotics,2025-01-10,B,480,191,1084,1080,0.39791666666666664,0.9458987783595113,0.996309963099631,0.37499999999999994
M1,ST2,CNC,2025-01-10,B,480,188,1069,1066,0.39166666666666666,0.9476950354609929,0.9971936389148737,0.37013888888888885
M1,ST3,Robotics,2025-01-10,B,480,186,1054,1049,0.3875,0.9444444444444444,0.9952561669829222,0.3642361111111111
M1,ST4,Assembly,2025-01-10,B,480,191,1054,1049,0.39791666666666664,0.9197207678883071,0.9952561669829222,0.3642361111111111
M1,ST5,Welding,2025-01-10,B,480,192,1054,1047,0.4,0.9149305555555556,0.9933586337760911,0.3635416666666667
M1,ST6,Cooling_System,2025-01-10,B,480,190,1054,1051,0.3958333333333333,0.9245614035087719,0.9971537001897534,0.36493055555555554
M1,ST7,Inspection,2025-01-10,B,480,192,1054,1044,0.4,0.9149305555555556,0.9905123339658444,0.36250000000000004
M1,ST8,Packaging,2025-01-10,B,480,194,1054,1052,0.4041666666666667,0.9054982817869416,0.9981024667931688,0.3652777777777778
M1,ST1,Robotics,2025-01-10,C,480,219,1254,1250,0.45625,0.954337899543379,0.9968102073365231,0.4340277777777778
M1,ST2,CNC,2025-01-10,C,480,224,1252,1245,0.4666666666666667,0.9315476190476191,0.994408945686901,0.4322916666666667
M1,ST3,Robotics,2025-01-10,C,480,221,1253,1251,0.46041666666666664,0.944947209653092,0.9984038308060654,0.43437499999999996
M1,ST4,Assembly,2025-01-10,C,480,223,1238,1231,0.46458333333333335,0.9252615844544095,0.994345718901454,0.4274305555555556
M1,ST5,Welding,2025-01-10,C,480,224,1239,1237,0.4666666666666667,0.921875,0.9983857949959645,0.4295138888888889
M1,ST6,Cooling_System,2025-01-10,C,480,227,1240,1234,0.47291666666666665,0.9104258443465492,0.9951612903225806,0.4284722222222222
M1,ST7,Inspection,2025-01-10,C,480,227,1237,1232,0.47291666666666665,0.908223201174743,0.9959579628132579,0.42777777777777776
M1,ST8,Packaging,2025-01-10,C,480,228,1227,1223,0.475,0.8969298245614035,0.9967400162999185,0.42465277777777777
M1,ST1,Robotics,2025-01-11,A,480,222,1289,1281,0.4625,0.9677177177177178,0.9937936384794415,0.4447916666666667
M1,ST2,CNC,2025-01-11,A,480,222,1275,1271,0.4625,0.9572072072072072,0.9968627450980392,0.4413194444444445
M1,ST3,Robotics,2025-01-11,A,480,227,1275,1269,0.47291666666666665,0.9361233480176211,0.9952941176470588,0.44062499999999993
M1,ST4,Assembly,2025-01-11,A,480,228,1275,1269,0.475,0.9320175438596491,0.9952941176470588,0.44062499999999993
M1,ST5,Welding,2025-01-11,A,480,225,1275,1271,0.46875,0.9444444444444444,0.9968627450980392,0.44131944444444443
M1,ST6,Cooling_System,2025-01-11,A,480,218,1275,1270,0.45416666666666666,0.9747706422018348,0.996078431372549,0.4409722222222222
M1,ST7,Inspection,2025-01-11,A,480,201,1149,1147,0.41875,0.9527363184079602,0.9982593559617058,0.3982638888888889
M1,ST8,Packaging,2025-01-11,A,480,227,1275,1272,0.47291666666666665,0.9361233480176211,0.9976470588235294,0.44166666666666665
M1,ST1,Robotics,2025-01-11,B,480,256,1483,1478,0.5333333333333333,0.9654947916666666,0.9966284558327714,0.5131944444444444
M1,ST2,CNC,2025-01-11,B,480,259,1489,1483,0.5395833333333333,0.9581724581724582,0.9959704499664204,0.5149305555555556
M1,ST3,Robotics,2025-01-11,B,480,258,1481,1480,0.5375,0.9567183462532299,0.9993247805536799,0.5138888888888888
M1,ST4,Assembly,2025-01-11,B,480,257,1470,1468,0.5354166666666667,0.953307392996109,0.998639455782313,0.5097222222222222
M1,ST5,Welding,2025-01-11,B,480,254,1455,1451,0.5291666666666667,0.9547244094488189,0.9972508591065292,0.5038194444444445
M1,ST6,Cooling_System,2025-01-11,B,480,257,1440,1434,0.5354166666666667,0.933852140077821,0.9958333333333333,0.4979166666666667
M1,ST7,Inspection,2025-01-11,B,480,261,1440,1435,0.54375,0.9195402298850575,0.9965277777777778,0.49826388888888884
M1,ST8,Packaging,2025-01-11,B,480,260,1440,1433,0.5416666666666666,0.9230769230769231,0.9951388888888889,0.49756944444444445
M1,ST1,Robotics,2025-01-11,C,480,154,904,901,0.32083333333333336,0.9783549783549783,0.9966814159292036,0.3128472222222222
M1,ST2,CNC,2025-01-11,C,480,159,917,914,0.33125,0.9612159329140462,0.9967284623773174,0.3173611111111111
M1,ST3,Robotics,2025-01-11,C,480,163,930,928,0.33958333333333335,0.950920245398773,0.9978494623655914,0.32222222222222224
M1,ST4,Assembly,2025-01-11,C,480,164,946,943,0.3416666666666667,0.9613821138211383,0.9968287526427061,0.32743055555555556
M1,ST5,Welding,2025-01-11,C,480,161,949,946,0.33541666666666664,0.9824016563146998,0.9968387776606955,0.3284722222222222
M1,ST6,Cooling_System,2025-01-11,C,480,163,964,959,0.33958333333333335,0.9856850715746421,0.9948132780082988,0.33298611111111115
M1,ST7,Inspection,2025-01-11,C,480,162,953,949,0.3375,0.9804526748971193,0.9958027282266527,0.3295138888888889
M1,ST8,Packaging,2025-01-11,C,480,168,943,943,0.35,0.935515873015873,1.0,0.32743055555555556
M1,ST1,Robotics,2025-01-12,A,480,185,1079,1076,0.3854166666666667,0.972072072072072,0.9972196478220574,0.3736111111111111
M1,ST2,CNC,2025-01-12,A,480,188,1094,1091,0.39166666666666666,0.9698581560283688,0.9972577696526508,0.37881944444444443
M1,ST3,Robotics,2025-01-12,A,480,184,1094,1087,0.38333333333333336,0.9909420289855072,0.993601462522852,0.37743055555555555
M1,ST4,Assembly,2025-01-12,A,480,182,1085,1081,0.37916666666666665,0.9935897435897436,0.9963133640552996,0.3753472222222222
M1,ST5,Welding,2025-01-12,A,480,183,1095,1089,0.38125,0.9972677595628415,0.9945205479452055,0.378125
M1,ST6,Cooling_System,2025-01-12,A,480,186,1095,1092,0.3875,0.9811827956989247,0.9972602739726028,0.3791666666666667
M1,ST7,Inspection,2025-01-12,A,480,186,1096,1092,0.3875,0.982078853046595,0.9963503649635036,0.3791666666666667
M1,ST8,Packaging,2025-01-12,A,480,187,1081,1079,0.38958333333333334,0.9634581105169341,0.9981498612395929,0.3746527777777778
M1,ST1,Robotics,2025-01-12,B,480,257,1459,1454,0.5354166666666667,0.9461738002594033,0.9965729952021933,0.5048611111111111
M1,ST2,CNC,2025-01-12,B,480,258,1458,1454,0.5375,0.9418604651162791,0.9972565157750343,0.5048611111111111
M1,ST3,Robotics,2025-01-12,B,480,260,1457,1451,0.5416666666666666,0.933974358974359,0.9958819492107069,0.5038194444444444
M1,ST4,Assembly,2025-01-12,B,480,261,1468,1465,0.54375,0.9374201787994891,0.9979564032697548,0.5086805555555555
M1,ST5,Welding,2025-01-12,B,480,258,1457,1454,0.5375,0.9412144702842378,0.9979409746053535,0.5048611111111111
M1,ST6,Cooling_System,2025-01-12,B,480,258,1442,1433,0.5375,0.9315245478036176,0.9937586685159501,0.49756944444444445
M1,ST7,Inspection,2025-01-12,B,480,259,1427,1422,0.5395833333333333,0.9182754182754183,0.9964961457603364,0.49374999999999997
M1,ST8,Packaging,2025-01-12,B,480,262,1442,1439,0.5458333333333333,0.9173027989821882,0.9979195561719834,0.49965277777777767
M1,ST1,Robotics,2025-01-12,C,480,249,1463,1456,0.51875,0.9792503346720214,0.9952153110047847,0.5055555555555555
M1,ST2,CNC,2025-01-12,C,480,252,1449,1445,0.525,0.9583333333333334,0.9972394755003451,0.5017361111111112
M1,ST3,Robotics,2025-01-12,C,480,249,1450,1447,0.51875,0.9705488621151271,0.9979310344827587,0.5024305555555556
M1,ST4,Assembly,2025-01-12,C,480,254,1456,1449,0.5291666666666667,0.9553805774278216,0.9951923076923077,0.503125
M1,ST5,Welding,2025-01-12,C,480,255,1469,1461,0.53125,0.9601307189542484,0.9945541184479237,0.5072916666666667
M1,ST6,Cooling_System,2025-01-12,C,480,258,1484,1478,0.5375,0.958656330749354,0.9959568733153639,0.5131944444444444
M1,ST7,Inspection,2025-01-12,C,480,260,1509,1503,0.5416666666666666,0.9673076923076923,0.9960238568588469,0.521875
M1,ST8,Packaging,2025-01-12,C,480,261,1519,1513,0.54375,0.9699872286079183,0.9960500329163924,0.5253472222222222
M1,ST1,Robotics,2025-01-13,A,480,157,878,873,0.32708333333333334,0.9320594479830149,0.9943052391799544,0.30312500000000003
M1,ST2,CNC,2025-01-13,A,480,153,877,874,0.31875,0.9553376906318083,0.9965792474344356,0.3034722222222222
M1,ST3,Robotics,2025-01-13,A,480,149,877,875,0.3104166666666667,0.9809843400447428,0.9977194982896237,0.3038194444444445
M1,ST4,Assembly,2025-01-13,A,480,149,870,867,0.3104166666666667,0.9731543624161074,0.996551724137931,0.3010416666666667
M1,ST5,Welding,2025-01-13,A,480,145,862,859,0.3020833333333333,0.9908045977011494,0.9965197215777262,0.2982638888888889
M1,ST6,Cooling_System,2025-01-13,A,480,147,855,848,0.30625,0.9693877551020408,0.991812865497076,0.29444444444444445
M1,ST7,Inspection,2025-01-13,A,480,148,855,851,0.30833333333333335,0.9628378378378378,0.9953216374269006,0.2954861111111111
M1,ST8,Packaging,2025-01-13,A,480,147,854,851,0.30625,0.9682539682539683,0.9964871194379391,0.2954861111111111
M1,ST1,Robotics,2025-01-13,B,480,217,1237,1234,0.45208333333333334,0.9500768049155146,0.9975747776879548,0.42847222222222225
M1,ST2,CNC,2025-01-13,B,480,215,1237,1235,0.4479166666666667,0.9589147286821705,0.9983831851253031,0.4288194444444445
M1,ST3,Robotics,2025-01-13,B,480,216,1238,1231,0.45,0.9552469135802469,0.994345718901454,0.4274305555555556
M1,ST4,Assembly,2025-01-13,B,480,214,1238,1235,0.44583333333333336,0.9641744548286605,0.9975767366720517,0.4288194444444445
M1,ST5,Welding,2025-01-13,B,480,211,1237,1230,0.4395833333333333,0.9770932069510269,0.994341147938561,0.42708333333333326
M1,ST6,Cooling_System,2025-01-13,B,480,210,1238,1235,0.4375,0.9825396825396825,0.9975767366720517,0.4288194444444444
M1,ST7,Inspection,2025-01-13,B,480,210,1230,1223,0.4375,0.9761904761904762,0.9943089430894309,0.42465277777777777
M1,ST8,Packaging,2025-01-13,B,480,206,1231,1225,0.42916666666666664,0.9959546925566343,0.9951259138911455,0.4253472222222222
M1,ST1,Robotics,2025-01-13,C,480,239,1301,1297,0.4979166666666667,0.907252440725244,0.9969254419677172,0.45034722222222223
M1,ST2,CNC,2025-01-13,C,480,241,1301,1297,0.5020833333333333,0.8997233748271093,0.9969254419677172,0.45034722222222223
M1,ST3,Robotics,2025-01-13,C,480,242,1305,1299,0.5041666666666667,0.8987603305785123,0.9954022988505747,0.4510416666666666
M1,ST4,Assembly,2025-01-13,C,480,244,1304,1301,0.5083333333333333,0.8907103825136612,0.9976993865030674,0.45173611111111106
M1,ST5,Welding,2025-01-13,C,480,242,1313,1310,0.5041666666666667,0.9042699724517906,0.9977151561309977,0.4548611111111111
M1,ST6,Cooling_System,2025-01-13,C,480,239,1319,1314,0.4979166666666667,0.9198047419804742,0.9962092494313874,0.45625000000000004
M1,ST7,Inspection,2025-01-13,C,480,238,1327,1321,0.49583333333333335,0.9292717086834734,0.9954785229841748,0.4586805555555556
M1,ST8,Packaging,2025-01-13,C,480,236,1327,1324,0.49166666666666664,0.9371468926553672,0.9977392614920875,0.4597222222222222
M1,ST1,Robotics,2025-01-14,A,480,204,1210,1206,0.425,0.988562091503268,0.996694214876033,0.41875
M1,ST2,CNC,2025-01-14,A,480,201,1195,1193,0.41875,0.9908789386401327,0.998326359832636,0.41423611111111114
M1,ST3,Robotics,2025-01-14,A,480,202,1195,1191,0.42083333333333334,0.985973597359736,0.9966527196652719,0.4135416666666667
M1,ST4,Assembly,2025-01-14,A,480,201,1195,1191,0.41875,0.9908789386401327,0.9966527196652719,0.4135416666666667
M1,ST5,Welding,2025-01-14,A,480,198,1195,1190,0.4125,1.0,0.99581589958159,0.41077405857740584
M1,ST6,Cooling_System,2025-01-14,A,480,201,1195,1193,0.41875,0.9908789386401327,0.998326359832636,0.41423611111111114
M1,ST7,Inspection,2025-01-14,A,480,208,1195,1192,0.43333333333333335,0.9575320512820513,0.9974895397489539,0.4138888888888889
M1,ST8,Packaging,2025-01-14,A,480,211,1195,1191,0.4395833333333333,0.9439178515007899,0.9966527196652719,0.41354166666666664
M1,ST1,Robotics,2025-01-14,B,480,219,1284,1280,0.45625,0.9771689497716894,0.9968847352024922,0.4444444444444444
M1,ST2,CNC,2025-01-14,B,480,225,1291,1289,0.46875,0.9562962962962963,0.9984508133230054,0.44756944444444446
M1,ST3,Robotics,2025-01-14,B,480,225,1283,1278,0.46875,0.9503703703703704,0.9961028838659393,0.44375000000000003
M1,ST4,Assembly,2025-01-14,B,480,222,1277,1271,0.4625,0.9587087087087087,0.995301487862177,0.4413194444444445
M1,ST5,Welding,2025-01-14,B,480,222,1269,1265,0.4625,0.9527027027027027,0.9968479117415288,0.43923611111111116
M1,ST6,Cooling_System,2025-01-14,B,480,219,1260,1251,0.45625,0.958904109589041,0.9928571428571429,0.43437499999999996
M1,ST7,Inspection,2025-01-14,B,480,220,1253,1248,0.4583333333333333,0.9492424242424242,0.9960095770151636,0.4333333333333333
M1,ST8,Packaging,2025-01-14,B,480,220,1245,1237,0.4583333333333333,0.9431818181818182,0.993574297188755,0.4295138888888889
M1,ST1,Robotics,2025-01-14,C,480,150,870,866,0.3125,0.9666666666666667,0.9954022988505747,0.30069444444444443
M1,ST2,CNC,2025-01-14,C,480,150,874,869,0.3125,0.9711111111111111,0.994279176201373,0.30173611111111115
M1,ST3,Robotics,2025-01-14,C,480,149,887,882,0.3104166666666667,0.9921700223713646,0.9943630214205186,0.30625
M1,ST4,Assembly,2025-01-14,C,480,152,903,901,0.31666666666666665,0.9901315789473685,0.9977851605758582,0.3128472222222222
M1,ST5,Welding,2025-01-14,C,480,151,911,908,0.3145833333333333,1.0,0.9967069154774972,0.313547383827296
M1,ST6,Cooling_System,2025-01-14,C,480,158,920,920,0.32916666666666666,0.9704641350210971,1.0,0.3194444444444445
M1,ST7,Inspection,2025-01-14,C,480,158,927,922,0.32916666666666666,0.9778481012658228,0.9946062567421791,0.32013888888888886
M1,ST8,Packaging,2025-01-14,C,480,159,935,930,0.33125,0.980083857442348,0.9946524064171123,0.3229166666666667
M1,ST1,Robotics,2025-01-15,A,480,239,1293,1286,0.4979166666666667,0.9016736401673641,0.9945862335653519,0.4465277777777778
M1,ST2,CNC,2025-01-15,A,480,242,1293,1287,0.5041666666666667,0.890495867768595,0.9953596287703016,0.44687499999999997
M1,ST3,Robotics,2025-01-15,A,480,240,1293,1290,0.5,0.8979166666666667,0.9976798143851509,0.4479166666666667
M1,ST4,Assembly,2025-01-15,A,480,244,1299,1290,0.5083333333333333,0.8872950819672131,0.9930715935334873,0.44791666666666663
M1,ST5,Welding,2025-01-15,A,480,241,1291,1288,0.5020833333333333,0.892807745504841,0.9976762199845082,0.44722222222222224
M1,ST6,Cooling_System,2025-01-15,A,480,239,1291,1286,0.4979166666666667,0.900278940027894,0.9961270333075135,0.4465277777777778
M1,ST7,Inspection,2025-01-15,A,480,236,1291,1282,0.49166666666666664,0.911723163841808,0.9930286599535244,0.4451388888888889
M1,ST8,Packaging,2025-01-15,A,480,234,1291,1284,0.4875,0.9195156695156695,0.994577846630519,0.44583333333333336
M1,ST1,Robotics,2025-01-15,B,480,193,1050,1047,0.40208333333333335,0.9067357512953368,0.9971428571428571,0.3635416666666667
M1,ST2,CNC,2025-01-15,B,480,192,1063,1055,0.4,0.9227430555555556,0.9924741298212606,0.3663194444444445
M1,ST3,Robotics,2025-01-15,B,480,188,1077,1073,0.39166666666666666,0.9547872340425532,0.9962859795728877,0.37256944444444445
M1,ST4,Assembly,2025-01-15,B,480,188,1086,1082,0.39166666666666666,0.9627659574468085,0.996316758747698,0.37569444444444444
M1,ST5,Welding,2025-01-15,B,480,188,1093,1088,0.39166666666666666,0.9689716312056738,0.9954254345837146,0.37777777777777777
M1,ST6,Cooling_System,2025-01-15,B,480,184,1093,1091,0.38333333333333336,0.990036231884058,0.9981701738334858,0.3788194444444445
M1,ST7,Inspection,2025-01-15,B,480,187,1093,1089,0.38958333333333334,0.9741532976827094,0.9963403476669717,0.378125
M1,ST8,Packaging,2025-01-15,B,480,187,1092,1090,0.38958333333333334,0.9732620320855615,0.9981684981684982,0.3784722222222222
M1,ST1,Robotics,2025-01-15,C,480,203,1119,1115,0.42291666666666666,0.9187192118226601,0.9964253798033958,0.3871527777777778
M1,ST2,CNC,2025-01-15,C,480,199,1106,1100,0.41458333333333336,0.9262981574539364,0.9945750452079566,0.3819444444444445
M1,ST3,Robotics,2025-01-15,C,480,189,1077,1072,0.39375,0.9497354497354498,0.9953574744661096,0.37222222222222223
M1,ST4,Assembly,2025-01-15,C,480,187,1062,1058,0.38958333333333334,0.946524064171123,0.9962335216572504,0.36736111111111114
M1,ST5,Welding,2025-01-15,C,480,190,1063,1061,0.3958333333333333,0.9324561403508772,0.9981185324553151,0.36840277777777775
M1,ST6,Cooling_System,2025-01-15,C,480,189,1063,1062,0.39375,0.937389770723104,0.9990592662276576,0.36874999999999997
M1,ST7,Inspection,2025-01-15,C,480,187,1063,1057,0.38958333333333334,0.9474153297682709,0.9943555973659455,0.3670138888888889
M1,ST8,Packaging,2025-01-15,C,480,186,1064,1058,0.3875,0.953405017921147,0.9943609022556391,0.36736111111111114
M1,ST1,Robotics,2025-01-16,A,480,166,900,897,0.3458333333333333,0.9036144578313253,0.9966666666666667,0.31145833333333334
M1,ST2,CNC,2025-01-16,A,480,167,908,908,0.34791666666666665,0.906187624750499,1.0,0.31527777777777777
M1,ST3,Robotics,2025-01-16,A,480,168,915,912,0.35,0.9077380952380952,0.9967213114754099,0.31666666666666665
M1,ST4,Assembly,2025-01-16,A,480,169,922,917,0.35208333333333336,0.9092702169625246,0.9945770065075922,0.3184027777777778
M1,ST5,Welding,2025-01-16,A,480,168,929,927,0.35,0.9216269841269841,0.9978471474703983,0.32187499999999997
M1,ST6,Cooling_System,2025-01-16,A,480,172,943,941,0.35833333333333334,0.9137596899224806,0.9978791092258749,0.3267361111111111
M1,ST7,Inspection,2025-01-16,A,480,168,943,938,0.35,0.935515873015873,0.9946977730646872,0.32569444444444445
M1,ST8,Packaging,2025-01-16,A,480,163,942,939,0.33958333333333335,0.9631901840490797,0.9968152866242038,0.3260416666666667
M1,ST1,Robotics,2025-01-16,B,480,171,956,950,0.35625,0.9317738791423001,0.9937238493723849,0.3298611111111111
M1,ST2,CNC,2025-01-16,B,480,170,953,949,0.3541666666666667,0.9343137254901961,0.9958027282266527,0.32951388888888894
M1,ST3,Robotics,2025-01-16,B,480,168,952,949,0.35,0.9444444444444444,0.9968487394957983,0.3295138888888889
M1,ST4,Assembly,2025-01-16,B,480,162,950,945,0.3375,0.977366255144033,0.9947368421052631,0.32812500000000006
M1,ST5,Welding,2025-01-16,B,480,161,949,947,0.33541666666666664,0.9824016563146998,0.9978925184404637,0.32881944444444444
M1,ST6,Cooling_System,2025-01-16,B,480,160,948,944,0.3333333333333333,0.9875,0.9957805907172996,0.3277777777777778
M1,ST7,Inspection,2025-01-16,B,480,161,948,943,0.33541666666666664,0.9813664596273292,0.9947257383966245,0.3274305555555555
M1,ST8,Packaging,2025-01-16,B,480,160,948,948,0.3333333333333333,0.9875,1.0,0.32916666666666666
M1,ST1,Robotics,2025-01-16,C,480,177,1080,1077,0.36875,1.0,0.9972222222222222,0.3677256944444445
M1,ST2,CNC,2025-01-16,C,480,177,1075,1070,0.36875,1.0,0.9953488372093023,0.36703488372093024
M1,ST3,Robotics,2025-01-16,C,480,179,1069,1067,0.3729166666666667,0.9953445065176909,0.9981290926099158,0.3704861111111111
M1,ST4,Assembly,2025-01-16,C,480,184,1064,1062,0.38333333333333336,0.9637681159420289,0.9981203007518797,0.36875
M1,ST5,Welding,2025-01-16,C,480,178,1058,1054,0.37083333333333335,0.9906367041198502,0.996219281663516,0.36597222222222225
M1,ST6,Cooling_System,2025-01-16,C,480,174,1045,1043,0.3625,1.0,0.9980861244019139,0.3618062200956938
M1,ST7,Inspection,2025-01-16,C,480,175,1045,1041,0.3645833333333333,0.9952380952380953,0.9961722488038277,0.3614583333333333
M1,ST8,Packaging,2025-01-16,C,480,176,1046,1044,0.36666666666666664,0.990530303030303,0.9980879541108987,0.36249999999999993
M1,ST1,Robotics,2025-01-17,A,480,227,1218,1210,0.47291666666666665,0.8942731277533039,0.993431855500821,0.42013888888888884
M1,ST2,CNC,2025-01-17,A,480,228,1228,1224,0.475,0.8976608187134503,0.996742671009772,0.425
M1,ST3,Robotics,2025-01-17,A,480,231,1238,1235,0.48125,0.8932178932178932,0.9975767366720517,0.4288194444444445
M1,ST4,Assembly,2025-01-17,A,480,236,1249,1244,0.49166666666666664,0.8820621468926554,0.9959967974379503,0.43194444444444446
M1,ST5,Welding,2025-01-17,A,480,237,1251,1245,0.49375,0.879746835443038,0.9952038369304557,0.4322916666666667
M1,ST6,Cooling_System,2025-01-17,A,480,236,1246,1242,0.49166666666666664,0.8799435028248588,0.9967897271268058,0.43124999999999997
M1,ST7,Inspection,2025-01-17,A,480,231,1231,1226,0.48125,0.8881673881673882,0.9959382615759546,0.42569444444444443
M1,ST8,Packaging,2025-01-17,A,480,231,1241,1238,0.48125,0.8953823953823954,0.9975825946817083,0.42986111111111114
M1,ST1,Robotics,2025-01-17,B,480,249,1513,1509,0.51875,1.0,0.9973562458691342,0.5173785525446134
M1,ST2,CNC,2025-01-17,B,480,247,1498,1493,0.5145833333333333,1.0,0.9966622162883845,0.5128657654650645
M1,ST3,Robotics,2025-01-17,B,480,244,1483,1478,0.5083333333333333,1.0,0.9966284558327714,0.5066194650483254
M1,ST4,Assembly,2025-01-17,B,480,242,1468,1466,0.5041666666666667,1.0,0.9986376021798365,0.5034797910990009
M1,ST5,Welding,2025-01-17,B,480,246,1461,1456,0.5125,0.9898373983739838,0.9965776865160849,0.5055555555555555
M1,ST6,Cooling_System,2025-01-17,B,480,246,1461,1457,0.5125,0.9898373983739838,0.9972621492128679,0.5059027777777777
M1,ST7,Inspection,2025-01-17,B,480,251,1476,1473,0.5229166666666667,0.9800796812749004,0.9979674796747967,0.5114583333333333
M1,ST8,Packaging,2025-01-17,B,480,251,1476,1469,0.5229166666666667,0.9800796812749004,0.9952574525745257,0.5100694444444445
M1,ST1,Robotics,2025-01-17,C,480,178,1051,1047,0.37083333333333335,0.9840823970037453,0.9961941008563273,0.3635416666666667
M1,ST2,CNC,2025-01-17,C,480,179,1056,1053,0.3729166666666667,0.9832402234636871,0.9971590909090909,0.365625
M1,ST3,Robotics,2025-01-17,C,480,180,1067,1065,0.375,0.9879629629629629,0.9981255857544518,0.36979166666666663
M1,ST4,Assembly,2025-01-17,C,480,179,1062,1060,0.3729166666666667,0.9888268156424581,0.9981167608286252,0.3680555555555556
M1,ST5,Welding,2025-01-17,C,480,178,1055,1050,0.37083333333333335,0.9878277153558053,0.995260663507109,0.36458333333333337
M1,ST6,Cooling_System,2025-01-17,C,480,178,1045,1044,0.37083333333333335,0.9784644194756554,0.999043062200957,0.36250000000000004
M1,ST7,Inspection,2025-01-17,C,480,175,1030,1025,0.3645833333333333,0.9809523809523809,0.9951456310679612,0.35590277777777773
M1,ST8,Packaging,2025-01-17,C,480,172,1020,1016,0.35833333333333334,0.9883720930232558,0.996078431372549,0.3527777777777778
M1,ST1,Robotics,2025-01-18,A,480,260,1480,1472,0.5416666666666666,0.9487179487179487,0.9945945945945946,0.5111111111111111
M1,ST2,CNC,2025-01-18,A,480,261,1495,1491,0.54375,0.954661558109834,0.9973244147157191,0.5177083333333333
M1,ST3,Robotics,2025-01-18,A,480,260,1510,1506,0.5416666666666666,0.967948717948718,0.9973509933774835,0.5229166666666666
M1,ST4,Assembly,2025-01-18,A,480,260,1521,1517,0.5416666666666666,0.975,0.997370151216305,0.5267361111111111
M1,ST5,Welding,2025-01-18,A,480,261,1532,1525,0.54375,0.9782886334610472,0.9954308093994778,0.5295138888888887
M1,ST6,Cooling_System,2025-01-18,A,480,260,1532,1528,0.5416666666666666,0.982051282051282,0.9973890339425587,0.5305555555555554
M1,ST7,Inspection,2025-01-18,A,480,257,1524,1518,0.5354166666666667,0.9883268482490273,0.9960629921259843,0.5270833333333333
M1,ST8,Packaging,2025-01-18,A,480,257,1524,1521,0.5354166666666667,0.9883268482490273,0.9980314960629921,0.528125
M1,ST1,Robotics,2025-01-18,B,480,205,1169,1166,0.4270833333333333,0.9504065040650407,0.9974337040205303,0.4048611111111111
M1,ST2,CNC,2025-01-18,B,480,204,1169,1166,0.425,0.9550653594771242,0.9974337040205303,0.4048611111111111
M1,ST3,Robotics,2025-01-18,B,480,205,1169,1163,0.4270833333333333,0.9504065040650407,0.9948674080410608,0.40381944444444445
M1,ST4,Assembly,2025-01-18,B,480,209,1173,1170,0.4354166666666667,0.9354066985645934,0.9974424552429667,0.40625000000000006
M1,ST5,Welding,2025-01-18,B,480,213,1177,1174,0.44375,0.9209702660406885,0.9974511469838573,0.4076388888888889
M1,ST6,Cooling_System,2025-01-18,B,480,218,1177,1168,0.45416666666666666,0.8998470948012233,0.9923534409515717,0.4055555555555555
M1,ST7,Inspection,2025-01-18,B,480,221,1185,1180,0.46041666666666664,0.8936651583710408,0.9957805907172996,0.4097222222222222
M1,ST8,Packaging,2025-01-18,B,480,219,1185,1185,0.45625,0.9018264840182648,1.0,0.4114583333333333
M1,ST1,Robotics,2025-01-18,C,480,207,1204,1199,0.43125,0.9694041867954911,0.9958471760797342,0.4163194444444444
M1,ST2,CNC,2025-01-18,C,480,212,1203,1200,0.44166666666666665,0.9457547169811321,0.9975062344139651,0.4166666666666667
M1,ST3,Robotics,2025-01-18,C,480,208,1197,1192,0.43333333333333335,0.9591346153846154,0.9958228905597326,0.41388888888888886
M1,ST4,Assembly,2025-01-18,C,480,208,1191,1186,0.43333333333333335,0.9543269230769231,0.9958018471872376,0.4118055555555556
M1,ST5,Welding,2025-01-18,C,480,211,1187,1179,0.4395833333333333,0.9375987361769352,0.9932603201347936,0.409375
M1,ST6,Cooling_System,2025-01-18,C,480,216,1202,1197,0.45,0.9274691358024691,0.9958402662229617,0.415625
M1,ST7,Inspection,2025-01-18,C,480,219,1204,1202,0.45625,0.9162861491628614,0.9983388704318937,0.41736111111111107
M1,ST8,Packaging,2025-01-18,C,480,222,1204,1200,0.4625,0.9039039039039038,0.9966777408637874,0.4166666666666667
M1,ST1,Robotics,2025-01-19,A,480,190,1169,1163,0.3958333333333333,1.0,0.9948674080410608,0.3938016823495865
M1,ST2,CNC,2025-01-19,A,480,193,1156,1151,0.40208333333333335,0.998272884283247,0.995674740484429,0.3996527777777778
M1,ST3,Robotics,2025-01-19,A,480,194,1156,1152,0.4041666666666667,0.993127147766323,0.9965397923875432,0.4
M1,ST4,Assembly,2025-01-19,A,480,200,1156,1151,0.4166666666666667,0.9633333333333334,0.995674740484429,0.3996527777777778
